"","index","status","cust.Investment.Potential.Score","predictions"
"2408",3408,"B",4.2,"None"
"2409",3409,"None",3.7,"None"
"2410",3410,"None",3.7,"None"
"2411",3411,"None",2.5,"None"
"2412",3412,"None",2.3,"None"
"2413",3413,"A",2,"A"
"2414",3414,"None",2.7,"None"
"2415",3415,"None",3.5,"None"
"2416",3416,"None",3.7,"None"
"2417",3417,"None",3.6,"A"
"2418",3418,"None",3.5,"None"
"2419",3419,"None",3.6,"None"
"2420",3420,"None",3.5,"None"
"2421",3421,"None",2.9,"A"
"2422",3422,"None",3.1,"None"
"2423",3423,"A",3.1,"A"
"2424",3424,"None",3.3,"None"
"2425",3425,"None",3.6,"None"
"2426",3426,"None",2.5,"None"
"2427",3427,"None",2.7,"None"
"2428",3428,"None",3.9,"None"
"2429",3429,"A",3.8,"A"
"2430",3430,"A",3.3,"None"
"2431",3431,"None",2.9,"None"
"2432",3432,"None",3.1,"A"
"2433",3433,"None",2.3,"None"
"2434",3434,"None",3.8,"None"
"2435",3435,"None",1.6,"None"
"2436",3436,"None",4,"None"
"2437",3437,"None",2.7,"None"
"2438",3438,"A",6.2,"A"
"2439",3439,"None",6,"None"
"2440",3440,"None",2.8,"None"
"2441",3441,"None",4.4,"None"
"2442",3442,"None",3.9,"None"
"2443",3443,"None",3.2,"None"
"2444",3444,"None",2.9,"None"
"2445",3445,"None",2.9,"None"
"2446",3446,"None",3,"None"
"2447",3447,"None",2.3,"None"
"2448",3448,"None",3.2,"None"
"2449",3449,"None",3,"None"
"2450",3450,"None",3.4,"None"
"2451",3451,"None",3,"None"
"2452",3452,"None",4.1,"None"
"2453",3453,"B",2.9,"None"
"2454",3454,"None",3.2,"None"
"2455",3455,"B",3.7,"B"
"2456",3456,"None",3.1,"None"
"2457",3457,"None",2.4,"None"
"2458",3458,"None",4.2,"None"
"2459",3459,"B",3.6,"None"
"2460",3460,"None",5.5,"None"
"2461",3461,"None",4.1,"A"
"2462",3462,"None",2.3,"None"
"2463",3463,"A",4.2,"None"
"2464",3464,"A",2.6,"None"
"2465",3465,"A",2.5,"None"
"2466",3466,"None",2.5,"None"
"2467",3467,"None",3.5,"None"
"2468",3468,"None",3.6,"None"
"2469",3469,"None",3.3,"None"
"2470",3470,"None",2.6,"None"
"2471",3471,"None",3.3,"None"
"2472",3472,"None",3.4,"None"
"2473",3473,"None",2.4,"None"
"2474",3474,"None",3,"None"
"2475",3475,"None",3.7,"None"
"2476",3476,"None",3,"None"
"2477",3477,"None",4.2,"None"
"2478",3478,"A",3.6,"None"
"2479",3479,"None",3.3,"None"
"2480",3480,"None",3.2,"None"
"2481",3481,"None",3.2,"None"
"2482",3482,"None",3.5,"None"
"2483",3483,"None",3.3,"None"
"2484",3484,"None",4.2,"None"
"2485",3485,"A",2.7,"None"
"2486",3486,"None",2.6,"None"
"2487",3487,"None",2.6,"None"
"2488",3488,"None",2.2,"None"
"2489",3489,"None",5.2,"None"
"2490",3490,"A",3.5,"None"
"2491",3491,"None",2.5,"None"
"2492",3492,"None",2.9,"None"
"2493",3493,"None",2.2,"None"
"2494",3494,"None",3.8,"None"
"2495",3495,"None",3.9,"None"
"2496",3496,"None",2.7,"None"
"2497",3497,"None",2.4,"None"
"2498",3498,"None",2.6,"None"
"2499",3499,"None",5.2,"None"
"2500",3500,"A",2.3,"None"
"2501",3501,"None",4.1,"None"
"2502",3502,"B",4,"None"
"2503",3503,"None",2.7,"None"
"2504",3504,"A",2.6,"A"
"2505",3505,"None",4.4,"None"
"2506",3506,"None",3.1,"None"
"2507",3507,"None",4.7,"None"
"2508",3508,"None",3.5,"None"
"2509",3509,"A",3.2,"None"
"2510",3510,"None",1.9,"None"
"2511",3511,"None",3.7,"None"
"2512",3512,"None",5.5,"None"
"2513",3513,"None",5.6,"None"
"2514",3514,"None",3.2,"None"
"2515",3515,"None",2.7,"None"
"2516",3516,"None",2.7,"None"
"2517",3517,"None",4.6,"None"
"2518",3518,"None",2.4,"None"
"2519",3519,"None",3.4,"None"
"2520",3520,"None",2.8,"None"
"2521",3521,"None",2.2,"None"
"2522",3522,"B",4.2,"None"
"2523",3523,"None",3.7,"None"
"2524",3524,"B",3.4,"None"
"2525",3525,"None",3.5,"None"
"2526",3526,"A",3,"None"
"2527",3527,"None",4.1,"None"
"2528",3528,"None",1.8,"None"
"2529",3529,"None",2.8,"None"
"2530",3530,"None",2.6,"A"
"2531",3531,"None",4,"None"
"2532",3532,"A",2.9,"A"
"2533",3533,"None",3.2,"None"
"2534",3534,"None",4.5,"None"
"2535",3535,"None",2.7,"None"
"2536",3536,"None",3.7,"A"
"2537",3537,"None",6.2,"None"
"2538",3538,"A",3.7,"None"
"2539",3539,"None",2.7,"None"
"2540",3540,"A",2.4,"None"
"2541",3541,"None",2.3,"None"
"2542",3542,"None",4,"None"
"2543",3543,"None",4.4,"None"
"2544",3544,"None",3.2,"None"
"2545",3545,"None",2.3,"None"
"2546",3546,"None",5.5,"None"
"2547",3547,"None",2.5,"None"
"2548",3548,"None",4.9,"None"
"2549",3549,"None",2.5,"None"
"2550",3550,"None",3.1,"None"
"2551",3551,"None",2.5,"None"
"2552",3552,"None",2.5,"None"
"2553",3553,"A",3.3,"None"
"2554",3554,"None",4.8,"None"
"2555",3555,"B",2.6,"None"
"2556",3556,"None",2.5,"A"
"2557",3557,"None",4.9,"None"
"2558",3558,"None",2.6,"A"
"2559",3559,"None",3.1,"None"
"2560",3560,"A",2.1,"None"
"2561",3561,"None",3.4,"None"
"2562",3562,"None",2.6,"None"
"2563",3563,"None",3.4,"None"
"2564",3564,"None",4.2,"None"
"2565",3565,"None",3.9,"None"
"2566",3566,"None",3.5,"None"
"2567",3567,"A",2.9,"None"
"2568",3568,"None",3.2,"None"
"2569",3569,"None",3.6,"None"
"2570",3570,"None",5.4,"None"
"2571",3571,"None",2.7,"None"
"2572",3572,"None",4.2,"None"
"2573",3573,"B",2.6,"None"
"2574",3574,"None",3,"None"
"2575",3575,"None",4,"None"
"2576",3576,"None",3.3,"None"
"2577",3577,"None",4.4,"None"
"2578",3578,"None",3.5,"None"
"2579",3579,"None",2.9,"None"
"2580",3580,"None",3.1,"None"
"2581",3581,"None",4.1,"None"
"2582",3582,"None",3.6,"None"
"2583",3583,"None",4,"A"
"2584",3584,"None",3.6,"None"
"2585",3585,"None",4.2,"None"
"2586",3586,"None",3.5,"A"
"2587",3587,"None",3.1,"None"
"2588",3588,"B",3.8,"None"
"2589",3589,"None",3.1,"None"
"2590",3590,"None",3.8,"None"
"2591",3591,"None",2.5,"None"
"2592",3592,"None",2.7,"None"
"2593",3593,"None",3.7,"None"
"2594",3594,"A",3.1,"None"
"2595",3595,"None",2.3,"None"
"2596",3596,"None",2.9,"None"
"2597",3597,"A",2.4,"A"
"2598",3598,"None",2.6,"None"
"2599",3599,"None",3.7,"None"
"2600",3600,"A",3.5,"None"
"2601",3601,"None",3.5,"None"
"2602",3602,"None",3.9,"A"
"2603",3603,"None",3.4,"None"
"2604",3604,"None",3.9,"A"
"2605",3605,"None",3.4,"None"
"2606",3606,"None",3.1,"None"
"2607",3607,"None",3,"None"
"2608",3608,"None",3.2,"None"
"2609",3609,"None",3.6,"None"
"2610",3610,"None",4.2,"None"
"2611",3611,"None",4.6,"None"
"2612",3612,"None",3,"None"
"2613",3613,"None",2.5,"None"
"2614",3614,"B",4.2,"None"
"2615",3615,"None",3.9,"B"
"2616",3616,"None",3.3,"None"
"2617",3617,"None",2.2,"None"
"2618",3618,"None",3.4,"None"
"2619",3619,"None",3.8,"None"
"2620",3620,"A",3.9,"None"
"2621",3621,"None",1.9,"None"
"2622",3622,"A",2,"None"
"2623",3623,"A",4,"A"
"2624",3624,"A",3.7,"None"
"2625",3625,"None",4.5,"A"
"2626",3626,"A",4.2,"None"
"2627",3627,"None",3.6,"None"
"2628",3628,"None",2.7,"A"
"2629",3629,"None",3,"None"
"2630",3630,"A",1.8,"None"
"2631",3631,"None",3.5,"None"
"2632",3632,"None",3.9,"None"
"2633",3633,"B",3.7,"None"
"2634",3634,"None",2.6,"None"
"2635",3635,"None",3.5,"A"
"2636",3636,"None",2.6,"None"
"2637",3637,"A",4.6,"A"
"2638",3638,"None",3.8,"None"
"2639",3639,"None",2.9,"None"
"2640",3640,"None",3.6,"None"
"2641",3641,"None",3.9,"None"
"2642",3642,"None",3,"None"
"2643",3643,"None",2.7,"None"
"2644",3644,"A",3.8,"A"
"2645",3645,"None",3.3,"None"
"2646",3646,"None",2.8,"None"
"2647",3647,"None",2.7,"None"
"2648",3648,"None",2.3,"None"
"2649",3649,"None",3,"None"
"2650",3650,"None",2.9,"None"
"2651",3651,"None",3.3,"None"
"2652",3652,"None",6.7,"None"
"2653",3653,"None",2.5,"None"
"2654",3654,"None",3.6,"None"
"2655",3655,"None",2.6,"None"
"2656",3656,"None",4.4,"None"
"2657",3657,"None",4.2,"A"
"2658",3658,"None",4.2,"A"
"2659",3659,"None",2.6,"None"
"2660",3660,"None",3.1,"None"
"2661",3661,"B",3.9,"None"
"2662",3662,"None",2.5,"None"
"2663",3663,"None",5.1,"None"
"2664",3664,"None",2.5,"None"
"2665",3665,"A",2.6,"None"
"2666",3666,"None",2.7,"None"
"2667",3667,"None",3.2,"None"
"2668",3668,"None",4.6,"None"
"2669",3669,"None",3.1,"A"
"2670",3670,"None",2.7,"None"
"2671",3671,"None",3.3,"A"
"2672",3672,"None",4.3,"None"
"2673",3673,"None",2.5,"None"
"2674",3674,"None",2.6,"None"
"2675",3675,"A",3.6,"None"
"2676",3676,"None",3.4,"B"
"2677",3677,"None",3.8,"None"
"2678",3678,"A",2,"A"
"2679",3679,"None",2.7,"None"
"2680",3680,"None",2.8,"None"
"2681",3681,"None",3.6,"None"
"2682",3682,"None",3,"None"
"2683",3683,"None",3.3,"None"
"2684",3684,"None",3.4,"None"
"2685",3685,"None",6.7,"None"
"2686",3686,"None",4.3,"None"
"2687",3687,"None",6.1,"None"
"2688",3688,"None",3.1,"A"
"2689",3689,"None",5,"None"
"2690",3690,"None",1.8,"None"
"2691",3691,"None",3,"None"
"2692",3692,"None",3,"A"
"2693",3693,"None",4.2,"None"
"2694",3694,"None",4.5,"A"
"2695",3695,"None",2.8,"None"
"2696",3696,"None",2.6,"None"
"2697",3697,"None",3.8,"None"
"2698",3698,"None",2.5,"None"
"2699",3699,"None",4.1,"A"
"2700",3700,"A",3.4,"None"
"2701",3701,"A",3.7,"None"
"2702",3702,"None",2.9,"None"
"2703",3703,"None",3.3,"None"
"2704",3704,"None",2.7,"None"
"2705",3705,"None",2.8,"None"
"2706",3706,"None",3.3,"None"
"2707",3707,"None",3.4,"None"
"2708",3708,"None",2.1,"None"
"2709",3709,"None",2.9,"None"
"2710",3710,"None",2.8,"A"
"2711",3711,"B",3.4,"None"
"2712",3712,"None",2.4,"None"
"2713",3713,"None",3.3,"None"
"2714",3714,"None",3.7,"None"
"2715",3715,"A",5,"None"
"2716",3716,"None",6.2,"None"
"2717",3717,"None",1.5,"None"
"2718",3718,"A",1.9,"None"
"2719",3719,"A",2.2,"None"
"2720",3720,"None",2.3,"None"
"2721",3721,"None",3.8,"None"
"2722",3722,"None",2.6,"None"
"2723",3723,"None",2.9,"None"
"2724",3724,"None",3.4,"None"
"2725",3725,"None",2.3,"None"
"2726",3726,"None",3.1,"None"
"2727",3727,"A",2.7,"A"
"2728",3728,"None",4.2,"None"
"2729",3729,"None",4.2,"None"
"2730",3730,"None",4.7,"A"
"2731",3731,"None",3.1,"None"
"2732",3732,"None",3.3,"None"
"2733",3733,"A",2.9,"A"
"2734",3734,"None",2.8,"None"
"2735",3735,"None",3.9,"A"
"2736",3736,"None",4.1,"A"
"2737",3737,"None",3.9,"A"
"2738",3738,"B",4.3,"None"
"2739",3739,"None",4.5,"None"
"2740",3740,"None",2.3,"None"
"2741",3741,"None",2,"None"
"2742",3742,"None",3.3,"None"
"2743",3743,"None",3.7,"None"
"2744",3744,"None",2.3,"None"
"2745",3745,"None",3.8,"None"
"2746",3746,"None",3.9,"None"
"2747",3747,"None",4,"None"
"2748",3748,"None",2.9,"None"
"2749",3749,"None",3,"A"
"2750",3750,"None",3.3,"A"
"2751",3751,"A",3.1,"None"
"2752",3752,"A",2.7,"None"
"2753",3753,"None",3.4,"B"
"2754",3754,"None",3.3,"None"
"2755",3755,"A",3.8,"None"
"2756",3756,"None",3.4,"None"
"2757",3757,"A",6.5,"A"
"2758",3758,"None",1.9,"None"
"2759",3759,"None",3,"None"
"2760",3760,"None",3.1,"None"
"2761",3761,"None",3.3,"None"
"2762",3762,"None",3.7,"None"
"2763",3763,"None",2.9,"None"
"2764",3764,"None",4.2,"None"
"2765",3765,"A",5.3,"None"
"2766",3766,"None",5.2,"None"
"2767",3767,"None",3.8,"None"
"2768",3768,"None",3.5,"None"
"2769",3769,"A",3,"None"
"2770",3770,"None",3.8,"None"
"2771",3771,"None",2.4,"None"
"2772",3772,"None",4.2,"B"
"2773",3773,"None",1.9,"None"
"2774",3774,"B",3.2,"None"
"2775",3775,"None",3,"None"
"2776",3776,"None",3.4,"None"
"2777",3777,"None",2.9,"None"
"2778",3778,"B",3.1,"None"
"2779",3779,"None",2.6,"None"
"2780",3780,"None",2.6,"None"
"2781",3781,"None",3.5,"None"
"2782",3782,"None",3.8,"None"
"2783",3783,"None",1.9,"None"
"2784",3784,"None",4.6,"None"
"2785",3785,"None",4.7,"None"
"2786",3786,"None",2.7,"None"
"2787",3787,"None",2.4,"None"
"2788",3788,"None",3.6,"A"
"2789",3789,"None",3,"None"
"2790",3790,"None",3.6,"None"
"2791",3791,"None",3.9,"None"
"2792",3792,"None",3.1,"None"
"2793",3793,"None",5.8,"None"
"2794",3794,"A",3.6,"None"
"2795",3795,"None",3.1,"None"
"2796",3796,"None",3.2,"None"
"2797",3797,"None",4.1,"None"
"2798",3798,"None",2.5,"A"
"2799",3799,"A",2.9,"None"
"2800",3800,"None",7,"None"
"2801",3801,"None",3.8,"None"
"2802",3802,"None",6,"None"
"2803",3803,"None",3.1,"None"
"2804",3804,"None",3,"None"
"2805",3805,"None",2.9,"None"
"2806",3806,"None",2.5,"None"
"2807",3807,"None",3.8,"None"
"2808",3808,"A",2,"None"
"2809",3809,"None",3.9,"B"
"2810",3810,"A",4,"None"
"2811",3811,"None",5.3,"None"
"2812",3812,"None",3,"None"
"2813",3813,"None",2.7,"None"
"2814",3814,"None",2.4,"None"
"2815",3815,"None",3.7,"None"
"2816",3816,"None",3.1,"None"
"2817",3817,"None",1.7,"None"
"2818",3818,"None",2.8,"None"
"2819",3819,"None",3.9,"None"
"2820",3820,"None",3.2,"None"
"2821",3821,"None",2.6,"None"
"2822",3822,"None",3.9,"None"
"2823",3823,"None",2.8,"None"
"2824",3824,"None",2.7,"None"
"2825",3825,"A",2.2,"None"
"2826",3826,"B",2.8,"None"
"2827",3827,"None",2.2,"None"
"2828",3828,"B",2.7,"None"
"2829",3829,"None",4.3,"None"
"2830",3830,"B",2.8,"None"
"2831",3831,"B",2.9,"None"
"2832",3832,"None",2.5,"A"
"2833",3833,"None",4.1,"None"
"2834",3834,"None",4.2,"None"
"2835",3835,"None",5.3,"None"
"2836",3836,"None",3.8,"None"
"2837",3837,"None",3.6,"None"
"2838",3838,"None",3,"None"
"2839",3839,"None",5.3,"None"
"2840",3840,"None",2.9,"None"
"2841",3841,"None",3.1,"None"
"2842",3842,"None",2.8,"None"
"2843",3843,"None",3.8,"None"
"2844",3844,"None",4.3,"None"
"2845",3845,"None",2.2,"None"
"2846",3846,"None",3,"None"
"2847",3847,"None",3.9,"None"
"2848",3848,"None",3.8,"None"
"2849",3849,"A",2.8,"None"
"2850",3850,"None",4.1,"None"
"2851",3851,"None",4.3,"None"
"2852",3852,"None",4.4,"None"
"2853",3853,"None",2.8,"None"
"2854",3854,"None",3.7,"None"
"2855",3855,"A",3.5,"A"
"2856",3856,"None",4,"None"
"2857",3857,"None",2.1,"None"
"2858",3858,"None",2.6,"None"
"2859",3859,"None",4.1,"None"
"2860",3860,"A",4.3,"A"
"2861",3861,"None",3.3,"None"
"2862",3862,"None",2.9,"None"
"2863",3863,"None",2.8,"None"
"2864",3864,"None",3.9,"None"
"2865",3865,"None",2.5,"None"
"2866",3866,"None",2.8,"None"
"2867",3867,"None",2.3,"None"
"2868",3868,"None",3,"None"
"2869",3869,"None",3.1,"None"
"2870",3870,"None",1.7,"None"
"2871",3871,"None",4,"None"
"2872",3872,"None",4.1,"B"
"2873",3873,"None",3.6,"None"
"2874",3874,"None",3.1,"None"
"2875",3875,"None",3.5,"None"
"2876",3876,"None",3.4,"A"
"2877",3877,"A",2,"None"
"2878",3878,"None",3.4,"None"
"2879",3879,"None",4.7,"None"
"2880",3880,"None",1.9,"None"
"2881",3881,"None",2.8,"None"
"2882",3882,"None",3.1,"None"
"2883",3883,"None",2.5,"None"
"2884",3884,"B",3.7,"None"
"2885",3885,"None",3.4,"None"
"2886",3886,"None",3.1,"None"
"2887",3887,"B",3,"None"
"2888",3888,"None",2.7,"None"
"2889",3889,"None",3.4,"None"
"2890",3890,"None",3.9,"None"
"2891",3891,"A",2.7,"None"
"2892",3892,"None",4.3,"None"
"2893",3893,"None",5.2,"None"
"2894",3894,"B",5,"None"
"2895",3895,"None",3.2,"A"
"2896",3896,"None",4.5,"A"
"2897",3897,"None",5,"None"
"2898",3898,"None",3.2,"None"
"2899",3899,"B",3.3,"None"
"2900",3900,"None",4.1,"None"
"2901",3901,"None",4.2,"None"
"2902",3902,"None",4,"A"
"2903",3903,"None",2.5,"None"
"2904",3904,"None",2.6,"None"
"2905",3905,"None",3.6,"None"
"2906",3906,"None",3,"None"
"2907",3907,"None",3.1,"None"
"2908",3908,"None",4.1,"None"
"2909",3909,"None",4.3,"None"
"2910",3910,"None",4,"None"
"2911",3911,"None",5.7,"None"
"2912",3912,"None",2.5,"None"
"2913",3913,"B",3.5,"None"
"2914",3914,"None",3.2,"A"
"2915",3915,"None",2.9,"None"
"2916",3916,"None",2.7,"None"
"2917",3917,"A",4,"None"
"2918",3918,"None",3.1,"None"
"2919",3919,"None",3.2,"None"
"2920",3920,"B",4,"None"
"2921",3921,"None",5.5,"None"
"2922",3922,"None",3.5,"None"
"2923",3923,"None",2.7,"None"
"2924",3924,"None",4,"None"
"2925",3925,"A",4.3,"A"
"2926",3926,"None",3.9,"None"
"2927",3927,"None",3.2,"None"
"2928",3928,"None",2.3,"None"
"2929",3929,"A",4.1,"None"
"2930",3930,"B",4.1,"None"
"2931",3931,"B",3.9,"None"
"2932",3932,"B",4.3,"None"
"2933",3933,"None",2.4,"None"
"2934",3934,"None",2.4,"None"
"2935",3935,"None",3.4,"None"
"2936",3936,"None",2.8,"None"
"2937",3937,"None",3.5,"None"
"2938",3938,"None",2.8,"None"
"2939",3939,"None",2.4,"None"
"2940",3940,"None",3.5,"None"
"2941",3941,"None",3.6,"None"
"2942",3942,"None",2.2,"None"
"2943",3943,"None",2.4,"None"
"2944",3944,"None",3.3,"None"
"2945",3945,"None",3.7,"None"
"2946",3946,"None",2,"None"
"2947",3947,"None",2.8,"None"
"2948",3948,"None",3.8,"None"
"2949",3949,"None",1.9,"None"
"2950",3950,"None",3,"None"
"2951",3951,"None",2.8,"None"
"2952",3952,"None",3.7,"None"
"2953",3953,"None",4.3,"A"
"2954",3954,"None",4,"A"
"2955",3955,"None",3.6,"None"
"2956",3956,"None",4,"None"
"2957",3957,"None",3.6,"None"
"2958",3958,"None",3.4,"None"
"2959",3959,"None",7.1,"None"
"2960",3960,"None",2.2,"None"
"2961",3961,"None",3.6,"None"
"2962",3962,"None",2.5,"None"
"2963",3963,"None",2.8,"None"
"2964",3964,"None",3,"None"
"2965",3965,"B",2.7,"None"
"2966",3966,"None",4.1,"None"
"2967",3967,"None",5.8,"None"
"2968",3968,"A",2.4,"None"
"2969",3969,"None",3.3,"None"
"2970",3970,"A",2.8,"None"
"2971",3971,"None",4.3,"None"
"2972",3972,"A",3.2,"None"
"2973",3973,"None",2.8,"None"
"2974",3974,"None",3.2,"None"
"2975",3975,"None",2.9,"None"
"2976",3976,"None",2.4,"None"
"2977",3977,"None",3.6,"None"
"2978",3978,"None",3.7,"None"
"2979",3979,"A",5.9,"None"
"2980",3980,"None",3.8,"None"
"2981",3981,"None",2.4,"None"
"2982",3982,"None",1.9,"None"
"2983",3983,"None",2.8,"None"
"2984",3984,"None",3.1,"None"
"2985",3985,"None",2.5,"None"
"2986",3986,"A",4.3,"A"
"2987",3987,"None",2.2,"None"
"2988",3988,"None",2.8,"None"
"2989",3989,"None",3.9,"None"
"2990",3990,"A",2.8,"None"
"2991",3991,"None",3.4,"None"
"2992",3992,"None",3.3,"None"
"2993",3993,"None",3.6,"None"
"2994",3994,"None",3.4,"None"
"2995",3995,"None",2.3,"None"
"2996",3996,"None",5,"None"
"2997",3997,"None",2.8,"None"
"2998",3998,"None",1.7,"None"
"2999",3999,"None",4.2,"None"
"3000",4000,"None",1.9,"None"
"3001",4001,"None",2.9,"None"
"3002",4002,"None",4.3,"None"
"3003",4003,"B",4.2,"None"
"3004",4004,"None",2.5,"None"
"3005",4005,"B",2.9,"None"
"3006",4006,"None",4.8,"None"
"3007",4007,"None",3.1,"None"
"3008",4008,"None",4.1,"None"
"3009",4009,"None",2.8,"None"
"3010",4010,"None",2.8,"None"
"3011",4011,"A",2.6,"None"
"3012",4012,"None",5.3,"None"
"3013",4013,"B",5.4,"None"
"3014",4014,"None",4.7,"A"
"3015",4015,"None",2.2,"None"
"3016",4016,"None",4.6,"None"
"3017",4017,"A",2.9,"A"
"3018",4018,"None",4.7,"None"
"3019",4019,"None",3.2,"None"
"3020",4020,"None",4,"None"
"3021",4021,"A",2.8,"A"
"3022",4022,"None",2.9,"None"
"3023",4023,"None",3,"None"
"3024",4024,"None",3.1,"None"
"3025",4025,"None",2.9,"A"
"3026",4026,"A",2.2,"None"
"3027",4027,"None",2.8,"None"
"3028",4028,"None",2.9,"None"
"3029",4029,"None",2.5,"None"
"3030",4030,"None",2.6,"None"
"3031",4031,"None",4,"None"
"3032",4032,"None",3.3,"None"
"3033",4033,"None",3.2,"None"
"3034",4034,"None",3.6,"None"
"3035",4035,"A",5,"None"
"3036",4036,"A",5.4,"A"
"3037",4037,"None",3,"A"
"3038",4038,"None",4.3,"None"
"3039",4039,"None",4,"None"
"3040",4040,"None",3.5,"None"
"3041",4041,"None",2.8,"None"
"3042",4042,"None",3.5,"None"
"3043",4043,"None",2.3,"None"
"3044",4044,"A",3.8,"None"
"3045",4045,"None",5.1,"None"
"3046",4046,"None",3.5,"None"
"3047",4047,"None",2.5,"None"
"3048",4048,"None",3.5,"None"
"3049",4049,"None",2.6,"None"
"3050",4050,"None",2.8,"None"
"3051",4051,"None",3.8,"None"
"3052",4052,"A",4.7,"None"
"3053",4053,"None",2.4,"None"
"3054",4054,"None",3,"None"
"3055",4055,"None",2.1,"None"
"3056",4056,"B",3.5,"None"
"3057",4057,"None",4.9,"None"
"3058",4058,"None",4.1,"None"
"3059",4059,"None",4.2,"None"
"3060",4060,"A",2.5,"None"
"3061",4061,"None",2.5,"None"
"3062",4062,"B",2.7,"None"
"3063",4063,"None",1.9,"A"
"3064",4064,"None",2.7,"None"
"3065",4065,"None",3.6,"None"
"3066",4066,"None",2.9,"None"
"3067",4067,"None",3.2,"None"
"3068",4068,"A",4,"None"
"3069",4069,"B",2.6,"None"
"3070",4070,"None",3.3,"None"
"3071",4071,"None",5.5,"None"
"3072",4072,"A",5.3,"A"
"3073",4073,"None",2.1,"None"
"3074",4074,"None",3.1,"None"
"3075",4075,"None",3.8,"None"
"3076",4076,"A",4,"None"
"3077",4077,"None",3.4,"None"
"3078",4078,"None",2.8,"None"
"3079",4079,"None",2.6,"None"
"3080",4080,"None",3.2,"A"
"3081",4081,"None",2.6,"None"
"3082",4082,"None",2.7,"None"
"3083",4083,"A",2.8,"None"
"3084",4084,"None",3.5,"None"
"3085",4085,"A",3.4,"None"
"3086",4086,"None",5.3,"None"
"3087",4087,"None",2.7,"None"
"3088",4088,"None",2.3,"None"
"3089",4089,"None",3.8,"None"
"3090",4090,"A",3.7,"None"
"3091",4091,"None",3.9,"B"
"3092",4092,"None",3.3,"None"
"3093",4093,"None",3.7,"B"
"3094",4094,"B",3.8,"None"
"3095",4095,"None",4.1,"None"
"3096",4096,"None",3.6,"None"
"3097",4097,"A",3.6,"None"
"3098",4098,"None",2.8,"None"
"3099",4099,"None",2.2,"None"
"3100",4100,"A",2.1,"None"
"3101",4101,"None",2.4,"None"
"3102",4102,"None",3.7,"A"
"3103",4103,"A",4.4,"None"
"3104",4104,"A",4.6,"None"
"3105",4105,"None",4.6,"None"
"3106",4106,"None",2.9,"None"
"3107",4107,"None",3.5,"None"
"3108",4108,"None",2.8,"None"
"3109",4109,"None",3.6,"None"
"3110",4110,"None",2.8,"None"
"3111",4111,"None",3.5,"B"
"3112",4112,"None",2.9,"None"
"3113",4113,"None",5.6,"None"
"3114",4114,"A",3.2,"None"
"3115",4115,"None",2.8,"None"
"3116",4116,"None",4,"None"
"3117",4117,"None",2.4,"None"
"3118",4118,"None",4,"None"
"3119",4119,"None",3.6,"None"
"3120",4120,"None",2.7,"None"
"3121",4121,"None",2.2,"None"
"3122",4122,"None",2.4,"None"
"3123",4123,"None",4.2,"None"
"3124",4124,"None",4.4,"None"
"3125",4125,"None",4.1,"None"
"3126",4126,"None",3.2,"None"
"3127",4127,"A",2.6,"None"
"3128",4128,"None",3.7,"None"
"3129",4129,"None",2.7,"None"
"3130",4130,"None",4.4,"None"
"3131",4131,"None",3.9,"None"
"3132",4132,"None",2.9,"None"
"3133",4133,"None",5.5,"A"
"3134",4134,"None",2.6,"None"
"3135",4135,"None",3.9,"None"
"3136",4136,"None",2.2,"None"
"3137",4137,"None",1.9,"None"
"3138",4138,"None",3.2,"None"
"3139",4139,"None",3.8,"None"
"3140",4140,"A",2.6,"None"
"3141",4141,"None",6.3,"None"
"3142",4142,"None",2.1,"None"
"3143",4143,"None",2.3,"None"
"3144",4144,"A",2.2,"A"
"3145",4145,"None",4.1,"None"
"3146",4146,"None",2.5,"None"
"3147",4147,"A",2.8,"None"
"3148",4148,"A",5.5,"None"
"3149",4149,"None",3.7,"None"
"3150",4150,"None",3.4,"None"
"3151",4151,"A",4.3,"None"
"3152",4152,"None",3.3,"None"
"3153",4153,"None",3,"None"
"3154",4154,"None",4.2,"None"
"3155",4155,"A",4,"None"
"3156",4156,"B",4.3,"None"
"3157",4157,"None",2.7,"None"
"3158",4158,"None",1.8,"None"
"3159",4159,"A",3,"A"
"3160",4160,"None",3.7,"None"
"3161",4161,"A",2.7,"None"
"3162",4162,"B",3.1,"None"
"3163",4163,"None",6.1,"None"
"3164",4164,"None",3.4,"None"
"3165",4165,"None",3.2,"None"
"3166",4166,"None",4.1,"None"
"3167",4167,"None",2.9,"None"
"3168",4168,"None",4.8,"None"
"3169",4169,"None",3.7,"None"
"3170",4170,"None",3.3,"None"
"3171",4171,"None",4.2,"None"
"3172",4172,"A",3,"None"
"3173",4173,"None",3.2,"None"
"3174",4174,"None",4.4,"None"
"3175",4175,"None",3.6,"None"
"3176",4176,"None",4.7,"None"
"3177",4177,"B",4.2,"None"
"3178",4178,"A",1.8,"None"
"3179",4179,"None",2.7,"None"
"3180",4180,"None",6.7,"None"
"3181",4181,"None",2.8,"None"
"3182",4182,"None",4,"None"
"3183",4183,"A",2.1,"A"
"3184",4184,"None",3.6,"None"
"3185",4185,"None",4.1,"None"
"3186",4186,"None",2.6,"None"
"3187",4187,"None",5.1,"None"
"3188",4188,"None",4.8,"None"
"3189",4189,"None",2.7,"None"
"3190",4190,"None",3.7,"None"
"3191",4191,"None",3,"None"
"3192",4192,"None",3.6,"None"
