"","sex","mstatus","age","children","occupation","education","income","avbal","avtrans","decision"
"1243",1,2,41,2,6,4,3643.322776,28356.041,1284.448423,1
"1244",1,2,40,2,6,4,3302.41,24920.76,1165.51,1
"1245",1,3,24,0,2,3,2228.765046,16739.426445,549.077469,2
"1246",1,2,51,0,5,1,9308.28,30079.84,1885.25,3
"1247",2,3,27,0,5,4,8511.318685,11645.782201,2027.45928,2
"1248",1,2,55,2,4,3,3844.765292,13047.769573,1773.464334,1
"1249",2,4,59,2,3,3,2864.27,7819.02,650.9,3
"1250",1,2,45,1,2,1,3135.45,12064.45,3092.13,3
"1251",2,2,60,0,4,4,4455.39,20460.67,1324.95,3
"1252",1,2,23,0,8,4,2632.337198,16943.679587,2224.954151,1
"1253",1,2,36,0,1,1,9016.297023,14105.913656,1944.343724,1
"1254",2,3,26,0,7,4,11186.84936,33781.365697,1830.774419,2
"1255",2,4,53,0,4,1,8219.18,3917.26,3754.81,3
"1256",2,3,25,0,8,4,12248.511814,29894.264473,2686.361616,2
"1257",1,1,72,2,9,4,2137.24,12522.51,807.41,3
"1258",2,3,28,0,5,4,8213.518957,13332.275953,1677.496253,2
"1259",1,1,44,0,1,3,2464.51,20019.82,1554.69,3
"1260",1,2,47,2,5,4,6014.917762,29896.025617,803.360795,1
"1261",1,3,27,0,2,3,3928.721978,17591.859315,616.354652,2
"1262",1,2,35,2,6,4,3052.552928,34197.460159,2228.049677,1
"1263",1,4,60,3,3,4,5099.66,29388.88,758.57,3
"1264",1,2,59,1,7,4,2865.022429,4532.842924,1890.04958,1
"1265",2,3,28,0,8,4,12283.509035,30068.992519,3195.68911,2
"1266",1,2,36,2,7,3,2576.201166,18595.946261,1013.376995,1
"1267",1,3,28,0,5,4,6163.24,11725.56,2001.96,2
"1268",2,1,39,2,5,1,9464.5,29814.91,1154.4,3
"1269",1,2,37,1,7,3,2344.102271,18777.110075,797.483162,1
"1270",1,3,19,0,5,4,7089.73,24045.95,2340.77,3
"1271",1,2,40,1,4,3,3742.28,14590.72,769.22,3
"1272",1,2,39,2,6,4,3802.904786,25076.547034,2733.985221,1
"1273",1,1,27,4,5,3,1987.63,15818.82,1099.65,3
"1274",2,3,24,0,7,4,7797.77,1850.62,1311.82,3
"1275",1,3,42,0,8,3,2869.25,15317.34,980.39,3
"1276",1,2,59,1,3,4,7307.93,20024.65,2774.01,3
"1277",1,2,51,2,6,4,6761.065487,30017.362955,1701.022273,1
"1278",2,2,50,2,9,3,2007.074466,7834.308688,1729.101516,1
"1279",1,3,23,1,6,4,9553.917847,18905.127271,2575.397598,2
"1280",2,2,38,0,3,1,9390.76,13989.95,3580.26,3
"1281",2,2,33,2,6,1,13622.628259,46298.447071,3898.254939,1
"1282",1,3,23,0,4,4,7807.192438,22403.830852,2250.645406,2
"1283",1,2,40,1,6,1,9770.316295,45672.353276,5782.963879,1
"1284",1,3,24,0,5,3,3286.458667,10401.816802,1049.706635,2
"1285",1,3,22,1,4,4,6794.568499,21915.937642,2853.218375,2
"1286",1,2,50,2,6,4,2710.123873,27244.980977,1409.91895,1
"1287",1,3,26,0,7,4,9066.300302,25899.151689,2554.704475,2
"1288",1,3,22,0,4,4,7214.779375,21897.482065,2419.081281,2
"1289",1,3,26,0,1,4,11540.282738,50345.559639,2856.846215,2
"1290",1,2,31,2,2,3,2458.682355,20296.650555,957.839347,1
"1291",1,3,25,0,5,3,3604.246207,10578.534572,1104.983484,2
"1292",2,3,21,0,7,4,4950.944481,23603.192009,1580.136751,2
"1293",1,2,41,2,7,4,6191.331632,36228.492934,1411.186349,1
"1294",1,2,30,1,7,3,991.323232,12201.68955,1062.431295,1
"1295",2,3,27,0,5,4,7709.615532,11684.232165,1799.991947,2
"1296",2,3,21,0,1,4,3214.93,15423.24,1996.09,3
"1297",1,3,25,0,6,4,12644.326173,17623.125872,3380.787862,2
"1298",1,2,38,2,6,4,9880.597389,29834.478953,3648.413262,1
"1299",1,3,29,1,1,4,11169.604379,45391.578388,2237.589224,2
"1300",1,1,64,1,3,4,5271.01,18932.41,3413.28,3
"1301",1,3,32,0,7,3,2980.29,12719.64,893.49,3
"1302",1,3,28,0,6,4,7847.172173,27073.304568,2658.329137,2
"1303",2,2,30,2,6,1,14659.073695,41001.707152,1356.263258,1
"1304",2,3,27,0,7,4,6232.86,8496.6,2021.78,3
"1305",2,2,27,2,3,4,8602.03,17002.21,2037.79,3
"1306",2,4,53,3,3,1,8903.41,30416.77,2915.53,3
"1307",2,4,60,1,2,1,7425.96,32669.19,1111.86,3
"1308",1,3,24,0,6,4,9239.870616,25945.954602,3640.401026,2
"1309",2,2,37,2,6,1,13434.680528,37680.550217,4111.677973,1
"1310",1,3,29,1,1,4,11053.346466,38440.624381,1798.437263,2
"1311",1,3,22,0,2,3,3895.54787,17445.456931,2642.931682,2
"1312",1,3,26,0,2,3,3998.355029,17559.008864,557.877872,2
"1313",2,2,37,2,1,3,2200.98152,16306.607906,408.264166,1
"1314",1,3,44,0,4,3,2418.01,12000.81,582.9,3
"1315",2,4,60,0,7,3,2528.92,11847.88,770.2,3
"1316",1,2,31,1,1,1,9746.467431,44371.383001,2354.549762,1
"1317",1,2,38,2,3,1,10073.63,30795.74,3754.96,3
"1318",1,3,28,0,2,3,2823.493944,18070.103961,456.207383,2
"1319",1,2,32,1,1,1,9709.338903,43057.975464,2401.939976,1
"1320",1,2,38,0,7,4,6670.27,25640.38,527.66,3
"1321",1,2,31,0,1,4,4995.33,26083.81,1597.76,3
"1322",1,2,62,0,4,4,4199.042799,21931.184151,1243.796906,1
"1323",1,2,35,2,6,1,10134.598185,46909.410441,4326.662344,1
"1324",1,3,29,1,1,4,11313.200056,38874.439768,1681.545532,2
"1325",2,3,25,0,7,2,15150.67,48139.58,6678.19,3
"1326",2,3,28,0,1,2,3873.03,13757.19,1305.14,3
"1327",1,3,20,0,5,3,1810.755341,9937.085659,898.977614,2
"1328",1,2,54,1,7,4,6527.98,19557.48,746.47,1
"1329",1,2,40,1,8,2,9619.377674,67444.712064,3264.341963,1
"1330",1,2,42,2,3,1,3561.05,28721.1,3967.53,3
"1331",1,3,22,0,4,4,6822.797393,21991.924684,2554.02166,2
"1332",1,3,31,0,5,1,9092.44,17367.56,3472.77,3
"1333",1,3,28,0,1,4,10737.178013,35392.603029,1808.191887,2
"1334",1,3,34,0,7,2,10856.17,8872.69,4148.52,3
"1335",1,3,23,0,4,4,7689.006226,21996.654822,2281.584846,2
"1336",1,2,38,4,6,4,5396.38,12431.43,991.05,3
"1337",2,1,74,1,9,4,3435.89,12174.21,863.93,3
"1338",1,2,40,0,7,3,2802.521379,12407.465208,1100.931235,1
"1339",1,3,27,0,8,4,7890.00872,27658.611043,2537.799377,2
"1340",2,3,27,0,7,4,10897.5349,34699.864886,1819.077725,2
"1341",2,4,62,2,2,4,3993.99,21914.89,1784.22,3
"1342",2,1,57,3,1,4,3791.18,31456.42,1342.56,3
"1343",1,3,27,0,1,4,10456.39488,49108.075011,2844.414544,2
"1344",2,2,59,1,7,3,2248.691415,7700.365053,1231.292589,1
"1345",2,2,36,2,4,4,4865.224112,22085.251524,1788.995243,1
"1346",1,2,29,1,1,4,1463.39,16051.12,1213.22,1
"1347",1,3,22,0,7,1,4473.74,17458.64,3858.5,2
"1348",1,3,27,0,6,4,8910.606176,25894.381559,3420.00524,2
"1349",2,2,60,1,5,4,5889.16,12906.45,2054.14,3
"1350",2,2,39,2,1,1,3830.58,16578.83,1259.18,1
"1351",1,3,28,0,4,4,7485.82,21420.86,2433.15,3
"1352",1,2,32,2,4,3,2928.911783,20551.22945,1242.553323,1
"1353",1,1,49,0,7,3,2405.53,6160.56,1306.44,3
"1354",2,3,29,1,8,4,10781.163482,32735.901226,1833.953025,2
"1355",2,2,49,0,1,4,9518.87,14494.98,1667.17,1
"1356",2,3,22,0,7,4,4689.371436,24920.612399,2143.904474,2
"1357",1,3,21,0,6,4,6935.675949,26429.147333,2743.926692,2
"1358",2,3,22,0,4,3,4991.589417,20710.0481,835.930252,2
"1359",1,1,66,1,9,3,369.52,11737.27,501.45,3
"1360",2,2,36,0,5,1,13632.16,39115.7,1235.37,3
"1361",1,2,50,0,7,4,5324.57,21972.23,1471.24,3
"1362",1,2,40,3,4,3,2508.6,4032.28,711.69,1
"1363",1,3,24,0,2,3,2560.060443,16810.606278,513.015604,2
"1364",2,3,22,0,7,4,4540.284004,26198.414363,1805.740962,2
"1365",1,3,27,0,2,3,3853.356296,17589.018409,617.259742,2
"1366",1,2,40,2,3,4,7216.15,36748.76,2759.79,3
"1367",1,2,30,3,1,3,5717.02,27100.5,1031.46,3
"1368",2,3,27,1,4,3,5255.117756,19833.0158,1169.782852,2
"1369",2,2,56,1,1,3,2223.704649,16152.083184,1242.858889,1
"1370",2,3,46,0,1,4,5581.19,20631.73,967.65,3
"1371",2,3,23,0,4,1,8675.55,10094.5,2773.25,3
"1372",2,2,50,3,3,4,6182.02,35875.1,1303.76,3
"1373",2,2,40,2,7,3,2535.76,20452.82,1338.44,3
"1374",2,3,35,0,3,4,5997.88,37382.28,1446.81,3
"1375",1,2,55,2,7,3,1969.485546,12408.778366,681.561115,1
"1376",1,2,28,2,5,4,7471.214515,24754.074004,2039.449103,1
"1377",2,3,28,0,5,4,6488.486344,12570.288305,1809.990205,2
"1378",1,3,24,0,2,3,2189.709728,16744.708106,561.3934,2
"1379",1,3,24,0,4,3,3535.71,16250.07,290.77,2
"1380",1,3,24,0,6,4,9380.806194,17735.969797,2440.185314,2
"1381",2,1,66,1,9,4,4642.65,12208.85,1339.7,3
"1382",1,2,29,0,6,4,9496.100298,25520.866435,1956.400747,1
"1383",1,3,24,0,2,3,2568.917077,16856.366681,506.805389,2
"1384",1,3,27,0,6,4,6236.764535,26070.750302,2638.23308,2
"1385",2,4,57,0,4,4,4441.41,1590.23,748.14,3
"1386",1,4,73,3,9,1,3493.57,18993.73,1197.26,3
"1387",2,3,22,0,7,4,4743.393928,26339.035736,1873.72895,2
"1388",1,1,41,0,4,4,5467.24,28814.65,1583.41,3
"1389",1,3,26,0,7,4,9010.296271,25880.273728,2546.435657,2
"1390",1,2,45,1,6,4,4317.705875,19656.081393,2569.560333,1
"1391",2,2,41,3,8,1,9680.869008,54674.161894,3266.127918,1
"1392",2,2,36,2,5,1,8719.34,45789.94,3134.8,3
"1393",1,2,41,2,4,4,7892.99,8815.18,1638.76,3
"1394",1,2,32,2,7,3,3260.332842,19675.388306,1046.14385,1
"1395",2,2,43,0,4,1,8045.89,21474.17,1800.08,3
"1396",1,2,35,1,6,4,4314.650947,20323.902847,2620.188,1
"1397",2,3,28,0,5,4,6266.763767,12391.900028,1961.450781,2
"1398",2,3,19,0,4,4,4871.11,23144.83,1121.04,2
"1399",1,2,36,3,6,1,10401.49947,46359.563363,4701.239301,1
"1400",1,4,72,0,9,4,2330.11,18009.39,793.74,3
"1401",1,3,26,0,7,4,8849.51002,26079.053628,2554.26759,2
"1402",1,2,55,2,7,3,2531.589276,12241.287209,740.389766,1
"1403",1,2,36,2,6,4,10453.461764,30215.880085,4027.214341,1
"1404",1,3,27,0,2,3,3491.896514,17846.634355,667.998833,2
"1405",2,3,24,0,7,4,4470.606338,25833.348817,1806.766953,2
"1406",1,3,28,0,1,4,11229.711834,52476.064932,2906.970847,2
"1407",1,2,29,1,5,4,10404.070337,29957.158298,3065.122585,1
"1408",1,3,31,0,7,3,530.51,7588.84,227.39,3
"1409",2,2,34,2,4,4,5267.47514,22865.347505,1661.74079,1
"1410",1,2,43,3,7,3,1376.030811,12060.868578,965.580114,1
"1411",2,2,41,3,6,1,14663.125356,40970.012446,3171.372904,1
"1412",2,3,27,0,8,4,7057.44,21252.9,4023.97,3
"1413",1,3,27,0,1,3,10168.13,46470.32,2624.87,2
"1414",2,2,45,2,2,2,6724.33,30160.66,3153.15,3
"1415",2,3,24,0,7,4,4517.953427,26181.983751,1800.430677,2
"1416",1,2,31,2,5,4,4985.57,10973.46,2729.26,1
"1417",1,2,39,0,1,4,2869.38,14723.89,994.85,3
"1418",1,3,27,0,6,4,8156.526232,26213.799107,2616.519654,2
"1419",1,3,21,0,6,4,7257.200067,26468.474034,2853.009859,2
"1420",1,3,27,0,4,3,953.11,19712.34,789.36,3
"1421",1,2,58,2,7,4,3859.873825,4537.971709,1367.802687,1
"1422",1,2,65,3,6,4,4038.726771,19554.961856,1840.777452,1
"1423",2,2,39,2,3,3,1262.29,21288.97,1963.87,3
"1424",1,2,46,2,3,1,10944.631236,33800.665377,4009.209689,1
"1425",2,3,42,0,1,3,3022.15,19926.25,1798.34,3
"1426",1,3,21,0,6,4,7315.703835,26370.447438,2809.093397,2
"1427",1,1,29,0,5,4,9185.92,23511,1782.03,3
"1428",2,2,40,1,1,3,3620.18,12329.6,820.9,3
"1429",2,3,29,1,8,4,10513.191113,32376.145868,1815.930488,2
"1430",1,2,36,2,4,4,4794.450646,22761.653267,2451.802865,1
"1431",2,2,49,1,2,3,756.7,6730.93,45.76,3
"1432",1,2,51,0,3,1,10817.884837,34619.596114,3941.201106,1
"1433",2,3,37,0,6,3,3165.87,10009.49,1165.61,3
"1434",2,2,40,2,7,3,2219.61,16136.1,280.08,1
"1435",1,2,30,1,6,4,9239.069113,28587.873868,1520.061915,1
"1436",1,4,66,2,9,1,4009.99,10476.27,509.94,3
"1437",1,3,26,0,7,4,9027.773542,25878.751005,2565.764916,2
"1438",2,3,27,0,5,4,8682.3782,11644.848028,2031.358654,2
"1439",1,3,24,0,2,3,2595.057844,16878.465687,502.788211,2
"1440",2,3,22,0,7,4,5936.374661,26059.736895,2113.745964,2
"1441",2,3,34,0,7,3,2827.91,15320.42,914.79,3
"1442",2,2,50,1,4,4,2964.94,29658.66,673.27,3
"1443",1,3,28,3,6,4,7709.27688,19229.828392,2484.58581,2
"1444",1,3,22,0,6,4,7450.71811,27698.495178,4534.946941,2
"1445",2,3,22,0,7,4,4516.941146,26162.656682,1806.671942,2
"1446",2,2,44,4,1,3,2029.193835,16066.695246,865.04397,1
"1447",1,3,25,0,7,4,9171.486428,24841.218442,2405.877902,2
"1448",1,3,27,0,6,4,6219.145712,26629.839595,2698.168696,2
"1449",2,3,28,0,5,4,4861.62,23835.17,776.03,3
"1450",1,3,20,0,5,3,1763.298539,9713.837842,1187.462281,2
"1451",1,2,34,2,8,1,8056.698698,56884.951172,7764.540414,1
"1452",1,2,40,2,4,4,4906.33,20328.02,673.85,3
"1453",2,2,49,1,7,4,3078.33,16267.37,1496.39,3
"1454",1,2,68,3,9,1,3972.5,19529.2,1445.9,1
"1455",1,3,28,1,6,4,6614.281174,27837.469602,3303.994099,2
"1456",1,2,37,2,4,3,2710.7,11500.63,215.42,1
"1457",2,3,22,0,7,4,5027.550368,23573.239223,1710.907907,2
"1458",2,3,27,0,3,4,6845.55,24968.19,2027,3
"1459",1,2,47,2,6,4,2741.08448,28361.816164,1382.308204,1
"1460",2,3,28,0,4,3,4092.2,10312.22,1027.52,3
"1461",1,2,43,0,8,4,2544.319352,16746.839879,1965.121248,1
"1462",2,1,44,0,4,4,2256.53,20103.89,1618.65,3
"1463",1,3,24,1,4,4,7023.317205,21664.00624,2392.969711,2
"1464",2,3,29,0,6,4,6886.37,29409.99,2183.31,3
"1465",1,2,47,1,5,4,4659.75257,10486.860821,1344.459126,1
"1466",2,3,29,1,8,4,10774.504636,32252.902749,1728.849592,2
"1467",2,2,41,0,3,1,8981.14,30580.62,2276.43,3
"1468",1,3,27,0,6,4,7986.71364,26201.466405,2601.695832,2
"1469",1,2,40,0,3,3,1927.54,8991.29,1003.8,3
"1470",2,3,21,1,4,3,5064.310876,20461.283712,738.474524,2
"1471",1,3,20,0,4,3,4988.880726,20970.246663,1039.165067,2
"1472",1,2,36,1,5,4,4985.57,10973.46,2729.26,1
"1473",1,3,28,0,4,1,7999.78,13969.58,2650.37,3
"1474",1,2,38,4,7,3,2809.430375,13725.878944,1352.877432,1
"1475",1,3,20,0,5,3,2085.020016,10032.197584,1002.611393,2
"1476",1,3,32,0,3,4,2588.95,15714.75,3062.53,3
"1477",1,3,42,0,4,3,2141.49,18951.46,795.97,3
"1478",2,3,23,0,7,4,4640.280429,25832.781451,1850.347987,2
"1479",1,3,24,2,6,4,9432.381262,19043.804775,2590.85976,2
"1480",1,3,28,3,1,4,11033.487857,48997.72236,3269.993556,2
"1481",2,3,22,0,7,4,4804.475444,26224.221885,1874.375811,2
"1482",2,2,26,2,8,2,9756.36,55843.17,5122.79,1
"1483",1,3,22,0,7,3,3095.72,11810.51,550.17,3
"1484",1,3,30,0,4,1,7797.2,25054.15,3970.1,3
"1485",2,3,27,0,5,4,7701.46918,11679.046294,1809.588759,2
"1486",1,3,26,0,3,4,2350.48,26244.81,2214.36,3
"1487",1,3,24,0,2,3,3207.211264,16565.164862,313.218997,2
"1488",1,2,40,1,7,4,5295.78,21398.78,1260.13,3
"1489",1,3,23,0,2,3,1872.98494,16604.59302,584.433683,2
"1490",2,3,28,0,4,3,4989.996998,20281.551601,928.137577,2
"1491",2,1,57,2,4,2,3680.44,24848.83,3538.4,3
"1492",1,3,27,0,2,3,2744.14276,17840.924201,405.523681,2
"1493",1,2,48,2,6,4,2730.129055,27258.246293,1382.635181,1
"1494",2,1,69,2,9,3,453.2,11051,410.66,3
"1495",1,2,40,2,4,3,4166.72,15307.29,236.68,1
"1496",1,1,42,3,6,4,6728.16,31189.5,3695.57,3
"1497",2,3,19,0,4,4,5765.46,26466.66,1394.72,3
"1498",2,2,40,0,7,4,4309.54,7927.33,1483.46,1
"1499",1,2,63,2,7,4,3769.493587,19732.060675,1092.662836,1
"1500",1,3,27,0,6,4,7885.210391,27543.027168,2687.157513,2
"1501",1,2,43,1,7,3,649.758728,6842.946624,1235.419305,1
"1502",1,3,24,0,2,3,3891.526509,17143.473264,475.201603,2
"1503",2,3,26,0,7,4,4025.782208,25040.860116,2464.238896,2
"1504",1,2,51,1,3,1,9470.106808,35753.587318,3756.658316,1
"1505",1,2,44,2,7,3,1450.080505,12035.952725,820.284333,1
"1506",1,3,23,0,6,4,9646.794864,18887.703251,2549.221516,2
"1507",1,3,38,0,5,4,3563.27,34287.13,2247.84,3
"1508",1,3,24,0,5,1,5704.32,17544.8,3000.02,3
"1509",2,2,26,0,1,3,2692.48,20954.73,2516.79,1
"1510",1,2,38,2,7,4,6338.04,33152.18,1795.56,1
"1511",1,3,24,0,6,4,9670.200213,17508.931353,2417.307302,2
"1512",2,3,26,0,7,4,4016.484403,25050.471502,2482.680218,2
"1513",1,2,40,2,4,3,1564.97,21047.94,1253.96,1
"1514",1,2,40,0,4,4,6680,9360.44,1524.87,3
"1515",1,3,27,0,5,4,4198.582891,14921.827338,756.690319,2
"1516",1,3,23,0,6,4,10650.571027,17626.914162,2747.034285,2
"1517",1,2,49,0,8,4,6967.26,28809.91,1473.94,3
"1518",1,3,26,0,2,3,3961.068845,17497.02126,617.247004,2
"1519",1,2,67,0,9,3,849.11,9750.49,808.63,3
"1520",1,3,22,0,5,3,3192.422808,10207.842262,594.40587,2
"1521",1,4,59,0,3,4,6324.61,25830.71,2448.04,3
"1522",1,3,20,0,1,2,5225.92,33494.77,1759.23,3
"1523",1,1,65,1,4,2,12942.22,54919.07,1174.71,3
"1524",2,3,27,0,3,4,4106.89,37121.38,1307.05,3
"1525",2,3,26,0,8,4,12263.401214,29937.155536,3079.277688,2
"1526",1,2,49,1,6,4,3582.160939,23272.657826,1087.703976,1
"1527",1,1,67,0,9,4,4247.35,13332.38,1735.79,3
"1528",1,3,27,0,2,3,3334.777672,17507.06017,393.120281,2
"1529",2,2,28,4,8,3,3821.92,21615.32,823.58,3
"1530",1,2,35,2,7,3,1397.032987,12153.540861,971.58931,1
"1531",1,2,45,2,7,3,1044.816553,12059.328217,1036.678482,1
"1532",1,1,56,2,6,3,1818.49,13067.32,1433.77,3
"1533",1,3,26,1,1,4,9099.684904,45426.214173,3470.995893,2
"1534",2,3,31,0,6,4,7551.81,22593.02,2691.9,3
"1535",1,2,69,1,9,3,1932.81,9124.46,781.4,1
"1536",2,3,23,0,8,4,11244.15,29928.04,2289.49,2
"1537",2,3,18,0,1,4,5657.63,25986.84,1349.48,3
"1538",1,3,26,0,7,4,9092.569506,24856.418415,2516.629629,2
"1539",2,3,21,0,6,3,2749.09,13471.51,1863.63,3
"1540",2,2,36,0,9,3,2227.996205,9849.757088,1622.675345,1
"1541",1,2,41,1,6,4,3836.887873,24926.577198,2486.507814,1
"1542",2,3,24,0,8,4,11277.370889,29917.534121,2545.73661,2
"1543",1,3,26,0,7,4,8897.484643,26115.552485,2590.44934,2
"1544",1,3,28,0,1,4,10657.97109,47484.108721,2660.89593,2
"1545",1,2,39,2,5,4,6120.63103,27236.222251,1444.353273,1
"1546",2,2,33,1,7,3,2889.577393,19696.607392,1253.783211,1
"1547",1,2,46,3,7,4,3053.60116,4212.658914,915.24798,1
"1548",2,2,66,0,9,1,3875.63,20791.49,1077.71,3
"1549",1,3,28,0,1,4,10643.803262,49889.060273,2940.9048,2
"1550",2,1,67,2,9,4,3713.81,26866.04,782.02,3
"1551",1,1,57,3,4,3,3149.69,12134.08,795.49,3
"1552",2,3,22,0,7,4,5152.556673,25451.063576,2290.8214,2
"1553",2,2,37,1,4,3,4030.26,2377.23,409.25,3
"1554",2,2,67,0,9,3,1999.866857,8889.781619,729.170113,1
"1555",2,2,44,2,3,1,7459.63,24365.05,2999.64,3
"1556",2,1,38,0,5,3,2145.01,25493.3,1536.71,3
"1557",2,3,22,0,7,4,4812.278442,26206.698287,1869.894387,2
"1558",1,2,38,2,7,3,2662.181408,11471.185085,225.940529,1
"1559",1,3,26,0,2,3,2581.626438,16501.162052,527.960374,2
"1560",1,2,59,2,5,4,5897.32,30069.58,724.83,1
"1561",1,3,27,0,6,1,8812.40249,25918.142353,5139.990472,2
"1562",1,2,46,2,6,4,9218.409627,29125.866855,1578.757918,1
"1563",1,3,21,0,6,4,7338.713504,27465.089677,3345.714057,2
"1564",1,3,28,0,8,4,7845.009598,27072.855585,2716.557728,2
"1565",1,3,26,0,2,3,3431.491779,17669.766278,523.908209,2
"1566",1,3,34,0,7,3,3052.68,12092.85,851.02,3
"1567",2,1,50,2,3,4,5453.65,35356.57,2002.43,3
"1568",2,3,20,0,7,4,4915.147922,23241.15113,1501.787533,2
"1569",1,2,27,2,5,4,4985.57,10973.46,2729.26,1
"1570",1,3,27,0,2,3,3630.235574,17844.797962,540.024911,2
"1571",1,2,31,1,1,4,7029.183814,11629.873115,2418.360189,1
"1572",1,3,23,0,2,3,2153.96469,16659.216689,573.925633,2
"1573",2,3,28,0,5,4,6756.369101,11676.054778,2004.737481,2
"1574",2,3,23,0,7,4,3460.683568,24228.11107,2071.302926,2
"1575",1,1,59,1,6,1,8477.8,45466.29,5885.52,3
"1576",1,3,25,0,6,4,6586.983389,26124.32568,2577.457757,2
"1577",1,2,39,2,5,4,4586.26427,25072.220204,1156.164799,1
"1578",2,3,19,0,7,4,4899.918944,23149.96933,1169.466168,2
"1579",1,3,22,0,6,4,6791.411397,26536.754079,2604.644256,2
"1580",2,2,68,0,9,3,1951.32,2700.51,765.54,3
"1581",2,4,52,2,2,4,5959.18,4796.45,1720.6,3
"1582",2,1,47,3,3,4,5358.23,23972.95,1988.45,3
"1583",1,2,51,2,6,4,3350.961854,25070.902125,1367.598609,1
"1584",2,2,25,2,8,1,9599.25,58129.53,2420.35,3
"1585",1,2,50,1,7,4,4736.070249,20052.240825,1400.864083,1
"1586",2,2,41,3,1,2,2256.53,20103.89,1618.65,3
"1587",1,2,43,3,6,4,3645.648416,20323.933528,1437.776648,1
"1588",2,3,28,0,1,1,4906.33,20328.02,673.85,2
"1589",2,2,40,1,7,4,7793.29,20860.62,1468.64,1
"1590",1,3,25,0,6,4,5447.689569,29603.941603,2520.487264,2
"1591",1,4,51,1,6,3,3146.1,8741.4,1175.31,3
"1592",1,2,52,0,8,1,9863.69,59435.66,2484.09,1
"1593",1,2,39,4,7,3,2764.783099,13396.393978,1488.633207,1
"1594",2,3,27,0,5,4,8510.530062,11651.472939,2018.772029,2
"1595",1,2,38,2,3,1,11022.527318,33783.585149,4335.791129,1
"1596",1,3,28,0,1,3,2219.61,16136.1,280.08,3
"1597",1,3,27,0,8,4,7923.235885,27697.611359,2684.892423,2
"1598",1,2,49,2,6,4,8460.560825,29159.769913,1853.578366,1
"1599",2,3,20,0,7,4,5059.265591,23526.02923,1967.066285,2
"1600",1,2,41,2,5,4,5952.081218,28084.259607,1336.644003,1
"1601",1,3,27,0,7,4,7972.877864,26236.297465,2608.14202,2
"1602",2,3,28,0,3,4,3490.7,23951.87,2029.82,3
"1603",2,2,43,3,7,3,2145.989723,16344.758609,467.685482,1
"1604",2,3,25,0,8,4,11337.354075,29577.636356,2380.311653,2
"1605",1,1,31,0,5,3,1562.65,14878.11,498.59,3
"1606",2,3,45,0,4,4,5406.25,15012.63,1084.38,3
"1607",2,3,27,0,5,4,8662.145122,11645.230097,2029.722034,2
"1608",1,2,32,1,2,3,3356.69,7424.35,145.25,3
"1609",2,3,22,2,4,3,5212.274622,20930.206185,956.57574,2
"1610",2,2,36,4,1,1,592.85,22844.59,1931.55,3
"1611",1,4,70,0,9,1,2446.3,33356.61,1240.91,3
"1612",1,3,28,2,6,4,6550.776615,19856.536576,1591.702034,2
"1613",1,3,26,0,1,1,12644.42,17608.87,3388.32,2
"1614",2,2,32,2,7,3,3362.311805,19811.734356,855.282168,1
"1615",1,3,22,0,5,3,3178.913292,10299.341628,933.156389,2
"1616",1,3,28,0,1,4,10347.088586,46760.549776,2631.152153,2
"1617",1,2,38,1,3,4,7416.889362,23207.024423,2058.988313,1
"1618",2,4,60,2,4,4,4606.89,25168.39,560.9,3
"1619",1,3,27,0,6,4,8418.583075,25875.977257,4125.595077,2
"1620",2,3,20,2,4,3,5849.835389,21093.051346,984.588719,2
"1621",2,2,40,2,8,1,7815.293002,54469.913681,3775.195952,1
"1622",1,2,37,1,7,2,9999.45,25235.03,2261.93,3
"1623",1,2,41,3,7,4,2690.957533,4334.559884,1476.086576,1
"1624",1,3,27,0,2,3,3376.530887,17636.494016,517.605373,2
"1625",1,2,37,1,7,3,2676.554664,11482.811397,224.780954,1
"1626",2,4,60,1,3,3,1875.26,19448.39,1183.67,3
"1627",1,3,23,0,4,4,7144.186624,21896.402971,2379.932263,2
"1628",2,3,28,0,6,4,9956.44,30937.8,3866.72,3
"1629",2,2,26,1,9,3,1235.531256,8769.269068,878.182916,1
"1630",2,3,25,0,7,4,4062.553734,24335.136416,2514.107934,2
"1631",1,2,40,1,3,3,813.346973,15478.197622,1195.758675,1
"1632",1,4,50,2,2,3,2992.71,11353.67,303.33,3
"1633",1,2,37,2,6,4,9218.1,29720.99,3913.3,1
"1634",1,4,61,1,3,1,12020.48,47258.04,3712.02,3
"1635",2,2,27,1,4,3,1074.31,9183.26,371.26,1
"1636",2,3,29,0,8,4,10321.427174,31716.907171,1704.248173,2
"1637",2,2,26,2,8,4,7010.4,24533.69,1329.07,3
"1638",2,2,45,3,4,2,4440.64,18615.07,5440.42,3
"1639",2,3,31,0,3,2,7188.77,50727.42,2278.04,3
"1640",1,3,21,0,4,4,6708.427603,22822.246559,2130.526679,2
"1641",1,3,27,0,2,3,3734.992388,17608.910364,559.214809,2
"1642",1,2,37,2,6,4,9218.479447,29796.409112,3617.063147,1
"1643",1,3,24,0,6,4,11550.310343,17643.195333,2836.804898,2
"1644",2,2,35,2,4,4,5285.90032,22751.743552,2134.030408,1
"1645",1,3,28,0,1,4,10798.377051,35392.421949,1801.517955,2
"1646",1,3,26,0,1,4,10971.880651,35686.375394,1771.140572,2
"1647",1,3,20,0,3,3,2272.71,14287.3,1150.97,3
