index,' sex',' mstatus',' age',' children',' occupation',' education',' income',' avbal',' avtrans',' decision'
588.635016,F,married,40.209532,2,legal,tertiary,3327.085949,27450.734549,1415.316455,A
696.993075,F,married,52.259455,1.935433,government,tertiary,5110.115985,22045.991278,2201.326534,A
231.551001,F,married,60.442816,1.921936,government,tertiary,4692.33627,22042.147126,2228.109282,A
700.218044,F,married,28.443204,1.591551,IT,tertiary,3212.888714,29783.034653,1715.790746,A
723.053599,F,married,40.33069,2.837211,finance,tertiary,5572.530328,35711.270041,1719.050854,A
491.309463,F,married,43.056617,1.351819,legal,tertiary,10281.35809,32427.653016,2048.448427,A
683.260423,F,married,43.543671,1.978577,legal,tertiary,9586.062196,28250.029648,1727.420366,A
735.851373,F,married,40.124774,2,IT,tertiary,4181.978836,29707.681366,1108.373396,A
435.175268,F,married,38.267642,1.707366,IT,tertiary,3939.505378,28929.238134,1374.078604,A
740.426831,M,married,43.714749,0.934491,manuf,secondary,1922.257387,9186.196001,824.557097,A
762.994302,M,married,24.146221,1.78569,manuf,secondary,1098.407508,9069.726733,1560.139425,A
135.78501,M,married,38.719084,1.252518,medicine,postgrad,8176.851739,51653.132165,4773.472497,A
879.152647,M,married,42.608942,0.427304,medicine,postgrad,5479.580415,58124.948737,5814.264045,A
799.045426,F,married,46.732307,1,government,tertiary,4236.883719,22483.057771,1357.119973,A
733.212962,F,married,40.869347,1,government,tertiary,4981.465731,22026.990883,1495.228804,A
687.745085,F,married,35.962468,0.180703,manuf,secondary,2480.491698,10573.56929,842.411537,A
577.16407,F,married,36.917408,1.643911,manuf,secondary,2581.552008,11435.038648,242.968345,A
702.133625,F,married,44.54195,2.055632,legal,tertiary,9326.266017,28304.470227,4228.493931,A
509.421776,F,married,40.15588,2,legal,tertiary,7629.817961,29779.028339,3155.42849,A
130.861277,F,married,29.444439,1.023149,IT,tertiary,5515.81243,25607.921558,714.06727,A
730.01181,F,married,36.497079,0.343891,legal,tertiary,9460.23225,27420.350008,1952.605827,A
214.950713,M,married,56.428295,1.721176,manuf,secondary,2534.024821,8404.829044,705.703956,A
512.135804,M,married,29.718572,1.088413,manuf,secondary,1113.266101,8816.798182,1421.176026,A
755.63408,F,married,31.879029,1.531939,legal,postgrad,8501.169426,40247.571808,4013.824665,A
830.371664,F,married,23.707106,2,legal,postgrad,12502.251621,40595.651389,3569.439343,A
978.705215,F,married,25.784776,1.091702,education,secondary,2576.159386,20999.537664,2225.129359,A
679.820393,F,married,33.278032,1.858667,manuf,secondary,2602.695102,19798.010454,1010.812677,A
817.997951,F,married,27.97977,1.744333,IT,secondary,1452.874253,22364.601748,1781.221001,A
786.85482,F,married,28.645435,1.808588,IT,secondary,1351.683643,21204.328438,1637.577716,A
416.767147,F,married,64.939002,0.104851,finance,secondary,2079.963093,15846.901965,1332.982416,A
359.189894,F,married,36.227918,1.389821,finance,secondary,1022.186572,15837.234658,1204.562046,A
709.868382,F,married,44.030806,2.466046,legal,tertiary,9013.25161,28805.699326,3685.40504,A
682.97014,F,married,33.286267,2.093333,legal,tertiary,9276.158002,29180.022587,3943.566108,A
870.060151,F,married,24.815966,1.579226,education,secondary,1792.43034,21111.222984,1383.650293,A
449.154721,F,married,39.944021,1.117641,education,secondary,2152.828628,19848.897145,1316.721262,A
793.758248,F,married,40.045354,2.923236,manuf,secondary,3033.190612,18523.552624,1226.478105,A
374.685148,F,married,45.026648,2.200095,manuf,secondary,3508.280815,18978.33371,1372.924777,A
736.332827,F,married,32.87593,1.626436,legal,tertiary,9316.571735,28295.264063,3222.139245,A
555.762721,F,married,44.542375,1.42495,legal,tertiary,9628.422329,28645.658513,1354.045123,A
898.922365,M,married,41.546692,0.619865,medicine,postgrad,6915.2403,56504.915891,4410.213675,A
766.338553,M,married,33.606863,1.915412,medicine,postgrad,9756.187992,61987.413977,4577.515322,A
274.429036,F,married,52.93438,0.746533,construct,secondary,9199.766547,14336.417968,1340.92356,A
448.294625,F,married,43.684251,0.705443,construct,secondary,9377.455877,14470.379801,1585.191441,A
489.733205,M,married,36.093094,2.618613,legal,postgrad,13638.357923,46241.281132,3302.730434,A
455.208829,M,married,32.650663,1.633349,legal,postgrad,12096.651664,46134.766473,3270.859198,A
639.946472,F,married,43.303885,0.728601,legal,postgrad,9555.801686,45779.62275,3759.957039,A
223.806723,F,married,28.818236,1,legal,postgrad,10130.516057,46409.208342,2649.532538,A
755.314064,F,married,36.822178,1.289844,government,tertiary,4846.015262,22671.744595,1372.187556,A
752.601817,F,married,57.990327,1.006471,government,tertiary,4269.222137,22541.900585,1321.665503,A
831.87338,F,married,47.452669,0.939663,IT,tertiary,8787.713823,23311.172884,1079.24386,A
342.298378,F,married,41.795586,1.722531,IT,tertiary,7654.315988,22614.794341,1889.257889,A
356.376562,F,married,41.837198,2,manuf,secondary,3372.384023,10555.749527,1064.797537,A
842.04695,F,married,43.348489,1.746159,manuf,secondary,2931.922327,11405.839267,501.127813,A
110.848449,F,married,43.677674,1.169645,manuf,secondary,1967.738367,12433.869426,1080.299443,A
736.178719,F,married,38.828267,1,manuf,secondary,1042.526207,12470.230161,1396.389519,A
889.583286,F,married,40.349835,1.418897,construct,secondary,8990.069493,16233.205639,1900.39289,A
282.334915,F,married,54.43126,0.33272,construct,tertiary,9167.70843,14216.234097,1759.938559,A
625.939287,F,married,36.121274,1.989397,legal,tertiary,2788.816819,27495.346183,1419.53964,A
594.06654,F,married,40.553909,2,government,tertiary,3370.550779,26243.591959,1544.626195,A
163.256152,F,married,38.13734,1.607755,manuf,secondary,2511.186491,11473.553623,254.171217,A
753.298848,F,married,37.352551,2,manuf,secondary,2749.704587,11221.874918,328.097051,A
622.67678,F,married,44.350252,1.628219,manuf,secondary,2883.764043,4037.069832,1106.070833,A
575.689819,F,married,52.317659,2.020864,manuf,secondary,1801.849199,5584.521072,1124.194615,A
523.163079,F,married,42.470333,1.697929,construct,tertiary,7913.45916,13437.624473,1460.67118,A
869.302334,F,married,40.630664,1.084302,construct,secondary,8892.019232,15713.75429,1777.640731,A
721.070803,F,married,49.032936,1.825446,government,tertiary,5072.678492,22504.546352,1846.103066,A
899.673249,F,married,31.314965,1.677877,IT,tertiary,7424.674275,23282.04757,2083.404657,A
717.465764,F,married,35.473931,1.254216,legal,postgrad,8175.272319,41671.017301,2825.227151,A
588.148097,F,married,39.557177,1.314626,legal,postgrad,8368.448898,41425.002291,2174.274537,A
666.953852,F,married,42.811473,1.77746,manuf,secondary,2156.336179,16303.117907,324.698928,A
576.61451,F,married,45.178447,0.86169,finance,secondary,1053.919573,16380.844374,852.397097,A
491.03365,F,married,47.025199,1.798734,medicine,tertiary,4148.525256,20405.528425,2116.104136,A
877.386844,F,married,42.07518,1.904876,medicine,tertiary,3915.963671,20657.687199,2810.431052,A
764.749869,F,married,53.924275,1.090963,government,tertiary,4757.163685,22855.763528,1133.33376,A
784.442194,F,married,59.475085,1.874812,education,tertiary,3718.208588,21423.821745,1050.366449,A
711.502673,F,married,43.325613,1.891954,manuf,tertiary,5944.383853,35567.037766,2129.303077,A
651.099626,F,married,40.893117,1.960831,finance,tertiary,6193.450822,36101.186612,3290.266812,A
488.877392,M,married,35.706132,2.765924,legal,postgrad,15095.517289,38752.036718,2355.019018,A
620.258565,M,married,39.977088,1.919861,legal,postgrad,14218.036642,38485.783897,2119.08366,A
911.526309,M,married,41.049413,0.312158,medicine,postgrad,7406.399473,59265.055895,4225.86955,A
633.303773,M,married,33.348681,0.285694,medicine,postgrad,9853.576787,58467.171627,2734.888999,A
787.851331,F,married,47.17431,0.976091,medicine,tertiary,4020.490566,21073.56523,2824.227658,A
985.422081,F,married,26.936708,0.839917,medicine,tertiary,3103.387976,20918.326493,2666.651752,A
439.928151,F,married,35.35975,1.371883,manuf,secondary,2190.498449,16256.242387,1084.768467,A
263.930703,F,married,39.741401,3.220298,manuf,secondary,2704.298709,15816.057665,1261.188573,A
258.393997,F,married,39.761372,2,IT,tertiary,3467.680568,24946.897374,1361.743853,A
86.788022,F,married,33.895613,2.957467,manuf,secondary,1396.961209,12157.465271,1139.854332,A
85.57089,M,married,51.513113,2,manuf,secondary,2056.097077,8149.518568,1435.276544,A
214.537085,F,married,52.691427,1.011209,manuf,secondary,2273.037235,16129.577427,1212.362662,A
203.431497,F,married,38.763527,1.006695,manuf,secondary,2382.87189,4673.427075,2056.33921,A
118.251923,F,married,39.99001,0.629787,manuf,tertiary,5562.482074,19923.726782,969.364499,A
214.501655,F,married,60.815723,2.815507,government,tertiary,4697.006076,22048.824538,2210.802749,A
166.87483,F,married,38.861698,1.01615,manuf,secondary,2417.752497,11738.661028,450.309544,A
238.178031,F,married,33.455664,0.88534,finance,secondary,1448.625557,16038.62278,1212.908018,A
222.710718,F,married,31.110321,0.332912,manuf,secondary,1518.500757,12150.482424,929.104215,A
301.182712,M,married,43.520095,2.679513,legal,postgrad,15609.100355,38376.875366,3733.788191,A
477.879266,F,married,47.781159,2.223502,finance,tertiary,6232.678251,36185.114028,3345.913926,A
371.403118,F,married,39.061494,1.294655,manuf,secondary,2628.40765,19689.222385,1373.703736,A
600.34228,M,married,64.106867,0.990229,manuf,secondary,2114.03652,9114.642931,786.528287,A
327.705619,M,married,45.17552,0.586248,manuf,secondary,1924.645023,9344.795971,1052.758777,A
354.210161,F,married,62.198203,2.494434,manuf,tertiary,3099.971888,34091.075624,668.792305,A
377.852121,F,married,45.795379,1,legal,postgrad,8436.913117,42113.080404,2019.505929,A
439.803933,F,married,45.678472,0.508243,construct,secondary,9483.083018,14483.423629,1644.384281,A
483.793367,F,married,43.012435,1.906813,manuf,tertiary,6069.691805,35412.096838,2125.815408,A
453.604862,F,married,41.995658,2,IT,tertiary,6152.804331,29542.91596,2019.650335,A
440.542972,F,married,37.866117,1.142998,medicine,tertiary,4384.953167,20057.120475,2485.227549,A
468.632133,F,married,51.691289,1.258625,government,tertiary,4905.770734,24976.458852,2863.751956,A
507.111107,F,married,44.244052,3.314847,finance,secondary,1941.071448,15847.631665,869.728909,A
541.000611,F,married,32.636929,2,manuf,secondary,3142.026889,19490.623399,834.980508,A
679.899556,F,married,35.012519,1.725797,government,tertiary,5234.587956,22676.149741,2065.608345,A
499.903447,F,married,35.017669,0.957522,construct,tertiary,7225.98301,12497.713704,2035.750027,A
393.453313,M,married,58.702078,1.29217,manuf,secondary,2605.660281,8625.566086,546.986952,A
740.302572,M,married,35.402141,0.07744,manuf,secondary,2487.360234,10474.290734,898.103539,A
774.028335,F,married,27.163416,0.185972,IT,tertiary,8598.967548,24087.59502,1870.13378,A
636.473956,M,married,27.570994,1.434965,manuf,secondary,1029.854124,8608.129771,1775.384467,A
804.639485,F,married,33.255268,1.989294,education,secondary,2566.026392,21212.654388,936.616726,A
639.398667,F,married,41.421203,2.996009,manuf,secondary,2931.009455,18627.834704,1411.79947,A
917.050108,M,married,43.188894,0.902232,medicine,postgrad,6731.359477,64730.310576,4783.37232,A
894.847726,F,married,43.913805,1,construct,secondary,8894.049401,14758.263626,1668.668979,A
900.341576,F,married,58.730304,3.267574,manuf,secondary,1124.316679,12291.475596,1379.156303,A
852.176259,F,married,36.951291,2,manuf,secondary,2730.534155,11414.282264,232.132892,A
906.058008,F,married,31.57762,2.204787,manuf,secondary,2384.232456,4836.878208,734.380571,A
878.275507,F,married,46.825633,1,construct,secondary,8806.833341,15021.213509,1664.212166,A
923.234804,F,married,30.809645,1.673091,IT,tertiary,7460.339601,22873.620928,1952.976642,A
743.859041,F,married,34.802629,1.252306,legal,postgrad,8069.110945,41195.178365,2345.195099,A
829.953362,F,married,43.180566,1.496783,medicine,tertiary,3914.888131,20661.665676,2732.378915,A
976.720375,F,married,26.041026,0.295048,medicine,secondary,3139.903717,20948.551432,2542.560841,A
432.750707,F,married,22.827413,0.482165,manuf,secondary,2615.694339,16958.777144,1912.915825,A
199.299348,F,married,46.630755,3.096556,manuf,tertiary,4515.263957,19419.151999,1864.881094,A
272.672541,F,married,38.189631,2,IT,tertiary,3527.957097,24964.662992,1491.977046,A
113.526588,F,married,41.432793,0.580624,finance,secondary,2157.252405,16048.057579,1205.006404,A
248.917988,F,married,38.261135,1.590637,government,tertiary,4242.186768,20398.646665,1428.806886,A
209.258814,F,married,43.452347,1.84023,IT,tertiary,3563.071617,24634.208136,2308.523438,A
611.464426,F,married,68.71604,1,IT,tertiary,3216.994826,23645.67234,1017.559214,A
213.764184,F,married,39.432931,2,manuf,secondary,2644.129684,19312.562407,1075.89344,A
293.159952,F,married,33.162992,1.641808,manuf,secondary,2682.53235,19528.010167,1130.782185,A
421.010717,F,married,52.773647,1.559513,manuf,secondary,2981.116733,12411.247025,1423.448273,A
554.876133,F,married,49.027132,2.165579,manuf,secondary,3385.732178,12828.143672,1173.791214,A
348.164424,F,married,44.190798,2.258537,manuf,secondary,2588.65773,12454.003494,644.017286,A
146.572952,F,married,39.510476,1.488884,manuf,secondary,2565.087993,11412.823316,344.771317,A
278.468742,F,married,39.379453,1.383993,IT,tertiary,5452.740623,25384.052197,750.8158,A
344.640016,F,married,34.868488,1,legal,postgrad,10124.676433,46419.470718,2837.901676,A
287.713882,F,married,37.001771,0.601104,finance,secondary,1083.032269,15881.799829,1205.914916,A
723.47545,F,married,45.727474,1.829706,legal,postgrad,9923.816549,32822.977191,3446.358728,A
377.148565,F,married,32.854956,0.66514,manuf,secondary,1928.959261,12115.97293,766.815038,A
485.94151,F,married,46.662405,2.774541,manuf,secondary,2286.094741,12324.048998,735.102501,A
393.272779,F,married,24.246937,0.330738,manuf,secondary,2406.884461,16748.707041,2096.141629,A
217.431081,F,married,30.124629,0.999587,manuf,secondary,1535.835226,12061.624514,798.225072,A
277.786959,F,married,54.21333,2,IT,tertiary,5884.478818,29069.100275,884.651854,A
465.139678,F,married,40.585121,2.567036,manuf,secondary,2821.69551,18885.545383,1409.07969,A
416.42589,F,married,41.57722,0.70972,legal,postgrad,9181.17462,41826.516518,2485.640429,A
450.407665,F,married,42.778307,1.907948,legal,postgrad,11889.387947,38583.541722,3199.717996,A
276.972275,F,married,39.347661,1.780854,IT,tertiary,5867.503901,27315.846722,1278.894427,A
168.867355,F,married,40.014645,2,manuf,secondary,2931.660077,20188.732823,1124.6148,A
711.146222,F,married,43.73558,1.886504,finance,tertiary,5939.092455,35480.212176,2679.194582,A
428.94151,F,married,42.769879,2.346658,manuf,secondary,2849.170276,18823.95281,1405.741011,A
502.136386,M,married,24.566997,1,manuf,secondary,691.327435,8463.971513,1258.360679,A
333.630681,F,married,53.833658,2.038244,manuf,tertiary,4393.329115,19672.881691,1796.593699,A
386.773656,F,married,39.196763,2.290673,manuf,tertiary,3582.646928,33972.609683,1659.299629,A
170.810729,F,married,44.361925,1.119745,government,tertiary,5233.121963,19973.104358,1136.789572,A
359.903073,F,married,48.043333,0.064807,finance,secondary,1263.271463,15975.459923,1244.72189,A
524.58465,F,married,37.631904,1,IT,tertiary,7644.790183,21493.780832,1482.446244,A
560.608327,F,married,35.838078,1,government,tertiary,5216.142932,22038.93289,1496.316504,A
340.886853,F,married,59.283555,1.090901,manuf,secondary,2117.274277,16068.718784,1315.337425,A
440.552967,F,married,34.081451,1.40605,manuf,secondary,3552.022749,16480.631678,959.675527,A
505.205586,F,married,38.221339,1.019302,legal,postgrad,7898.558379,39799.751017,1954.869421,A
444.732209,F,married,40.28235,0.497855,legal,postgrad,9794.735114,46319.487591,3260.351724,A
395.112588,F,married,41.621135,1.998317,manuf,tertiary,4329.007852,9134.079777,1840.126607,A
367.896141,F,married,45.469749,1,manuf,tertiary,6612.073347,11016.174332,2589.991137,A
609.537407,M,married,41.703678,0.417085,manuf,secondary,3625.119429,8712.798791,1003.653326,A
701.470968,M,married,34.54841,0.584469,manuf,secondary,2606.828286,9556.908925,951.824311,A
372.172884,F,married,39.642356,3.181074,manuf,secondary,2256.378587,13373.054712,1302.816817,A
427.304221,F,married,38.2499,0.559998,legal,tertiary,8391.53006,27422.266897,1613.841348,A
588.782366,F,married,51.49727,1.462844,medicine,tertiary,4147.724574,20475.879753,2561.144105,A
387.465775,F,married,43.805098,1.858787,IT,tertiary,4546.75996,24796.877056,2403.784545,A
663.953142,F,married,39.210934,1.61287,IT,tertiary,2818.215933,29150.382604,1473.212368,A
573.34508,F,married,43.05532,2.699135,finance,secondary,2029.047731,15785.870389,1088.460174,A
303.340617,F,married,33.721799,1.124886,manuf,secondary,3002.622395,19262.926704,821.285432,A
552.710437,F,married,61.436559,2.072856,manuf,secondary,2634.230948,12540.516644,692.918162,A
515.962666,F,married,41.718664,1.10529,construct,postgrad,7455.937189,41284.20456,2715.63424,A
589.481029,F,married,37.901237,1.428333,manuf,secondary,1706.688994,4778.736682,1889.69872,A
627.803603,F,married,43.924024,2,IT,tertiary,7806.616515,29597.344665,2123.465713,A
343.890059,F,married,62.933279,2,manuf,secondary,3618.554196,12333.004388,1096.690981,A
685.994965,M,married,31.371837,0.285179,medicine,postgrad,9847.526308,58417.781759,2776.165664,A
536.733013,F,married,38.936819,1.611545,manuf,secondary,3017.410643,12762.283387,1431.307992,A
637.600573,F,married,39.16844,2,legal,tertiary,8021.157894,29902.9014,2398.96734,A
775.73004,F,married,37.806541,1.831189,legal,tertiary,9400.477603,28032.305111,3945.162119,A
375.397961,F,married,37.014134,0.974049,construct,tertiary,7549.14663,12939.898949,2381.045813,A
694.403065,M,married,47.294424,0.859606,manuf,secondary,1658.776213,9093.139503,842.556024,A
239.563101,F,married,59.033224,1.816034,government,tertiary,4815.892237,22021.565518,2190.002269,A
441.855243,F,married,29.82621,1.154714,IT,tertiary,3712.987453,29665.606277,2110.345621,A
738.879203,F,married,39.390191,1,government,tertiary,4979.532264,22038.102666,1497.8501,A
234.823304,F,married,26.66166,1.227216,IT,tertiary,6201.358961,25885.403828,1005.757578,A
709.512414,F,married,27.779799,2.06044,legal,postgrad,12581.88625,39743.733451,3672.900511,A
495.997055,F,married,41.4372,1.203673,finance,secondary,1172.718706,15487.505735,1186.325704,A
305.086542,F,married,66.257713,3,manuf,secondary,3674.304887,19440.757676,1423.297772,A
798.321476,F,married,30.135687,0.499883,legal,tertiary,9532.645377,27657.859181,2427.786133,A
880.226387,M,married,38.162567,0.724278,medicine,postgrad,6960.261489,56349.840469,4390.667508,A
760.324409,F,married,53.957711,1.306087,government,tertiary,4761.890992,22895.779776,1089.830085,A
566.818577,F,married,46.225889,2,manuf,secondary,3387.957508,10398.518634,615.216257,A
595.666112,F,married,36.951287,1.828096,legal,tertiary,2825.24568,27370.810667,1352.492202,A
546.39774,F,married,40.850382,2,government,tertiary,3313.049689,26199.156166,2290.240713,A
895.382706,F,married,40.591927,1.090833,construct,secondary,8784.32957,16033.574137,1818.569456,A
685.492812,F,married,40.318432,1.291379,legal,postgrad,7441.252687,41212.320016,2485.9197,A
575.554083,F,married,47.434803,0.831104,legal,postgrad,8716.996293,41921.878084,2128.555634,A
821.246328,F,married,48.755293,1.882313,education,tertiary,3571.93343,21403.090773,1038.131706,A
536.122016,F,married,41.513432,2.234948,manuf,tertiary,5509.54618,35648.137317,992.798489,A
889.558402,F,married,42.2462,0.993693,medicine,tertiary,3725.316852,20736.881845,2674.954242,A
231.807218,F,married,49.730279,2.205269,manuf,tertiary,4786.255134,19449.382201,1869.564644,A
107.449667,F,married,57.399056,2.084692,manuf,secondary,3972.969752,13541.833609,1635.629636,A
153.600099,M,married,43.387355,1.216362,manuf,secondary,1877.288264,8280.594498,1453.461638,A
161.585901,F,married,57.640763,1.480963,manuf,secondary,2877.799143,4461.22549,1265.475365,A
243.762867,F,married,57.380696,2.521072,government,tertiary,4960.765247,22029.29548,2178.564533,A
266.169207,F,married,33.697945,0.682987,finance,secondary,1374.812222,15995.805313,1245.911557,A
215.590072,F,married,37.101682,0.539321,government,tertiary,4215.535353,20368.989464,1372.223394,A
496.562372,F,married,39.275514,3.198425,manuf,secondary,3101.596969,12833.595522,1361.90634,A
295.107419,F,married,40.090374,1.973443,IT,tertiary,4109.171375,28503.228122,1175.529729,A
383.605367,F,married,44.774049,2.162717,manuf,secondary,2749.713823,18628.675993,1302.896995,A
505.786273,M,married,35.380991,2.462113,legal,postgrad,13083.185461,40088.075556,3635.486267,A
310.149936,F,married,38.911321,2,IT,tertiary,6207.050458,26549.243722,1202.646607,A
699.485699,F,married,44.298825,2.298619,manuf,tertiary,5535.809426,35799.386304,992.855378,A
363.119808,F,married,29.882866,1.963842,manuf,tertiary,4985.57,10973.46,2729.26,A
512.313982,F,married,39.971021,2.192378,manuf,tertiary,3717.861554,34185.200611,1664.145648,A
328.468418,F,married,53.425063,2,IT,tertiary,5997.401332,29108.688143,1037.934316,A
526.408929,M,married,32.149679,1.425707,manuf,secondary,4036.337543,8730.184893,1264.512827,A
491.894453,F,married,46.588889,1.711909,legal,tertiary,9769.51084,29810.881437,1317.967198,A
437.269222,F,married,41.620781,1.668955,legal,tertiary,3791.837734,25044.238672,2503.249368,A
395.968541,F,married,36.016897,0.326672,construct,tertiary,8189.192962,13949.795755,2754.160873,A
567.147392,F,married,55.992641,2,manuf,secondary,2555.791339,12419.36586,662.450138,A
435.295211,F,married,45.197431,2,IT,tertiary,7225.465985,30015.512725,2078.732092,A
553.317373,F,married,55.760262,2.005389,manuf,secondary,2957.548843,12582.696139,761.676917,A
513.474409,F,married,55.204605,0.247356,finance,secondary,1184.94941,15893.720268,1263.900586,A
511.32878,F,married,39.905978,0.821983,construct,tertiary,7612.030025,13051.215309,1934.098231,A
530.303494,F,married,36.129404,1.945724,IT,tertiary,3914.756568,28440.530562,1357.43337,A
674.09927,F,married,31.334334,1.024557,manuf,tertiary,3660.503464,34548.375029,1393.881024,A
691.408749,F,married,37.332939,1.869724,IT,tertiary,4263.343043,29651.57772,778.627023,A
562.398482,M,married,34.038213,0.559636,manuf,secondary,2365.94486,10860.591196,848.679244,A
705.172015,M,married,28.206393,1.648424,manuf,secondary,1399.045929,8798.588731,1648.899093,A
791.880882,F,married,47.266447,1.884125,education,secondary,2754.565029,21367.700017,1026.754112,A
681.915084,F,married,42.592758,0.861817,construct,secondary,9037.569815,14833.768906,1674.39692,A
606.347532,F,married,45.297286,2,manuf,secondary,3346.431789,10582.762708,913.034911,A
343.37493,F,married,43.584112,1.947617,manuf,secondary,2357.706201,18330.295443,1156.272512,A
860.492227,F,married,61.839279,0.519796,government,tertiary,3851.259373,22276.939555,1173.503211,A
869.882884,M,married,23.871442,2,legal,postgrad,12743.898055,40765.539574,3431.783861,A
370.277742,M,married,41.633336,2.818282,medicine,postgrad,9705.108753,55253.161151,3744.93723,A
727.568854,F,married,27.038464,0.781373,medicine,tertiary,3267.359681,20931.479686,2468.868582,A
743.451755,F,married,33.422841,1.623155,manuf,secondary,3509.399175,16571.834719,1386.668445,A
212.730955,M,married,37.767467,1.39645,medicine,postgrad,9751.421038,51179.76983,3336.11292,A
418.63125,F,married,34.707311,2.048473,manuf,secondary,2699.963939,16795.439595,982.159236,A
142.568435,F,married,37.494568,1.219665,manuf,tertiary,5641.115192,19948.667939,1137.167505,A
178.67331,F,married,41.924246,1.937202,government,tertiary,3683.414351,24851.07573,1308.851918,A
196.922295,F,married,42.64492,2,manuf,secondary,2661.964688,19232.586901,1041.84519,A
611.39582,F,married,49.709532,1.761924,finance,tertiary,6595.045522,35134.153,3475.183516,A
623.922797,F,married,52.133498,0.993559,construct,secondary,9099.917982,14653.131949,1520.514735,A
232.449751,F,married,39.506453,1.683802,IT,tertiary,3890.276913,25123.228247,1595.132868,A
289.120571,F,married,50.189524,1.797857,construct,tertiary,9130.35239,14145.432522,1958.331112,A
233.541848,F,married,39.416384,2.506552,government,tertiary,4040.876356,20535.636764,1454.197949,A
269.86168,F,married,32.16948,1.453101,manuf,secondary,1759.768244,12062.658164,777.559927,A
383.788228,F,married,36.89681,1.535898,manuf,secondary,2232.992093,12127.392873,775.8728,A
318.419608,F,married,45.555669,0.340569,manuf,secondary,2333.909981,16264.960174,2027.902686,A
293.852044,F,married,28.135482,0.839751,construct,secondary,2253.380643,16091.521977,2202.653606,A
309.765145,F,married,31.314009,0.925839,manuf,secondary,1594.011768,12087.374501,790.768025,A
736.610215,F,married,44.688099,1.121461,manuf,secondary,2309.790491,18214.535832,837.104236,A
464.817888,F,married,38.715046,1.886583,IT,tertiary,3972.269464,28222.920562,1379.1846,A
411.077702,F,married,35.009189,1.714996,manuf,secondary,2667.447314,19513.506739,1276.473968,A
481.046272,F,married,34.922523,1.44911,manuf,secondary,2520.613982,19650.10681,1253.251806,A
530.849222,F,married,36.879889,2.234474,manuf,tertiary,3465.765366,33740.34969,1688.924482,A
323.634982,F,married,44.274119,1.786073,government,tertiary,4497.244698,20387.883992,1335.09273,A
579.87004,F,married,37.398018,1.015016,IT,tertiary,7627.062137,21665.473246,1487.412361,A
591.304695,F,married,46.931297,1.182303,legal,postgrad,8204.635392,41555.799743,1955.238458,A
391.340386,F,married,51.702125,0.727408,legal,postgrad,8809.370514,41932.05043,2034.271797,A
780.072204,F,married,45.662838,0.96403,construct,secondary,9248.852394,15310.439465,1780.844353,A
553.726207,F,married,57.294531,2.086515,manuf,tertiary,3291.00407,33778.892923,1370.550707,A
363.497066,F,married,41.299312,2,IT,tertiary,6052.814465,29382.082207,1606.057447,A
556.131632,M,married,36.706445,1.019167,manuf,secondary,3889.099024,8728.574095,1303.213192,A
431.898119,F,married,37.352963,2,manuf,secondary,3455.043013,16201.687584,475.484508,A
226.863953,F,married,47.252689,1.800681,manuf,secondary,3761.889677,13390.841689,1478.626189,A
380.076254,F,married,44.621085,2,IT,tertiary,6136.426197,29693.287561,1978.445345,A
694.837752,F,married,43.715454,1.447791,legal,tertiary,10167.498998,31578.609727,2295.117803,A
301.819052,F,married,60.877568,2.507168,manuf,tertiary,4000.774044,19539.520672,1634.235744,A
170.186868,F,married,56.060803,1.257888,IT,tertiary,3257.907022,24468.026249,2392.870587,A
684.30483,F,married,40.917439,1.985049,IT,tertiary,3950.821125,29379.84035,1136.626871,A
452.278259,F,married,29.668373,1.400036,IT,tertiary,3758.88381,29045.032792,2374.619174,A
553.724065,F,married,40.652889,1.728047,construct,tertiary,8045.099928,14149.228661,1598.857937,A
521.788509,F,married,44.156715,2.276049,finance,secondary,2004.374564,15783.250067,914.77472,A
354.074878,F,married,41.414324,2.36425,manuf,secondary,2708.444781,19118.198587,1044.638166,A
305.797119,F,married,44.360384,1.329025,manuf,secondary,2722.570267,19290.27636,890.044953,A
563.363031,F,married,50.850856,2.495863,manuf,secondary,2483.787415,12824.337761,703.498284,A
672.701058,F,married,45.139843,1.491041,manuf,secondary,3513.358593,9869.732998,927.319934,A
525.00686,F,married,41.208059,3.051256,finance,secondary,1936.963545,15849.772494,861.742129,A
549.987116,F,married,47.748136,1.558527,manuf,secondary,2814.968172,4778.843958,1306.657438,A
415.502156,F,married,39.629509,1.717344,manuf,secondary,2322.50835,12037.122505,719.927961,A
487.106121,F,married,42.295591,2,IT,tertiary,7827.804638,29890.262782,2338.004039,A
262.838224,F,married,32.1399,0.713269,finance,secondary,1351.081917,15923.132842,1212.784607,A
695.83036,M,married,26.639867,1.029024,manuf,secondary,1146.08024,8946.646954,639.570147,A
701.74341,F,married,50.144612,1.880182,government,tertiary,5076.012566,22187.982527,1944.748385,A
210.369213,F,married,59.065771,1.900136,government,tertiary,4158.668031,21948.260524,2260.92634,A
713.219015,F,married,41.319502,2.598705,manuf,tertiary,5574.033329,35861.379172,1548.366792,A
859.623077,M,married,41.009858,2.109867,medicine,postgrad,7075.962427,57695.692522,4311.945881,A
772.083861,F,married,56.347699,1.004377,government,tertiary,4252.679103,22508.961262,1343.542565,A
746.142793,F,married,39.725065,1,government,tertiary,4986.292531,22025.211486,1496.348055,A
