index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,
4000,1,3,69.39,0,9,3,1509.81,10106.17,975.86,
4001,2,2,33.8,3,5,3,1293.88,14179.72,892.22,
4002,1,1,21.36,0,3,1,4318.04,36794.89,4094.79,
4003,1,4,29.71,1,7,1,8732.93,29703.28,2435.62,
4004,1,4,63.27,1,2,4,4623.12,20011.77,1033.33,
4005,1,1,21.15,0,1,4,4623.12,20011.77,1033.33,
4006,2,4,54.61,0,8,1,10594.32,40043.24,4620.91,
4007,1,1,24.84,0,3,4,2421.14,18446.59,1535.75,
4008,2,1,30.36,0,6,4,9621.84,28217.62,2143.74,
4009,1,3,57.24,0,3,3,2707.85,21542.2,1644.32,
4010,1,4,45.41,2,3,3,1918.69,14246.49,1566.09,
4011,2,2,21.57,3,2,3,1742.8,21270.25,232.38,
4012,1,2,37.52,2,8,1,4799.65,39693.73,5907.47,
4013,2,1,28.4,0,1,3,4799.65,39693.73,5907.47,
4014,1,2,30.13,1,6,2,7960.42,39591.26,3202.93,
4015,2,4,45.23,0,2,4,2146.52,5486.54,523.37,
4016,2,2,23.87,0,5,1,13362.71,29846.1,4182.25,
4017,1,2,32.95,3,7,3,3413.21,12368.94,837.46,
4018,1,4,45.04,0,5,2,6307.53,34071.83,4911.9,
4019,2,1,37.08,0,5,3,3219.86,16278.86,1650.94,
4020,1,4,36.43,3,3,4,6005.47,25197.39,3123.17,
4021,2,2,40.13,2,7,3,3125.34,12365.9,924.07,
4022,2,1,26.56,0,7,3,2773.64,17136.1,702.84,
4023,1,4,37.51,0,6,3,3053.2,16438.25,1280.88,
4024,2,1,31.45,0,2,4,4724.34,13338.1,1022.75,
4025,1,2,24.99,1,1,1,4724.34,13338.1,1022.75,
4026,2,2,41.44,2,2,3,1738.06,2228.44,402.26,
4027,1,1,43.87,0,7,4,4290.04,19263.42,681.67,
4028,2,4,38.95,2,7,4,4001.02,19414.8,638.11,
4029,1,3,53.27,0,7,3,2588.96,19301.87,679.02,
4030,1,1,35.2,0,4,3,2646.07,6945.25,642.53,
4031,1,2,40.02,1,4,1,7015.71,25006.16,3259.41,
4032,2,1,36.8,0,5,4,6660.39,13235.56,1875.54,
4033,2,2,36.52,2,8,3,2204.65,14888.87,1900.26,
4034,1,1,28.49,0,2,1,6842.28,15104.23,2283.45,
4035,2,2,55.04,4,6,1,10045.11,53157.56,3999.99,
4036,1,2,29.22,1,1,1,10045.11,53157.56,3999.99,
4037,1,2,40.1,1,5,4,6057.94,19913.19,583.91,
4038,2,1,30.76,0,6,4,7687.09,29953.08,2890.63,
4039,1,2,44.77,4,3,4,6000.37,30959.38,2954.36,
4040,2,1,23.02,0,3,4,6199.65,31170.37,1477.87,
4041,2,1,22.31,0,3,3,1820.42,24627.7,339.2,
4042,1,2,29.2,1,2,1,6645.58,17854.42,1623.45,
4043,2,3,73.34,0,9,1,4239.27,21682.88,507.48,
4044,2,2,39.64,0,4,1,11537.67,28470.93,1424.28,
4045,2,1,39.43,0,3,2,11153.68,34123.11,4998.49,
4046,1,4,45.19,2,4,4,5036.79,33312.83,1570.1,
4047,1,3,89.82,1,9,2,4663.45,21324.48,1148.25,
4048,2,1,44.64,0,2,1,7731.84,22318.23,1939.53,
4049,2,1,22.29,0,2,4,4238.23,6824.02,1173.06,
4050,2,2,39.89,2,4,3,2448.95,12276.7,1175.87,
4051,1,4,44.96,0,4,4,7805.59,35949.32,1568.51,
4052,2,2,42.44,0,8,1,4912.98,44630,3857.94,
4053,2,4,54.91,0,3,3,1809.57,14081.38,1160.03,
4054,2,1,22.66,0,2,4,3999.98,21020.06,1026.44,
4055,2,3,74.48,1,9,3,2477.55,17852.5,694.51,
4056,2,1,23.85,0,7,4,5329.87,32071.21,1472.53,
4057,2,1,41.45,0,6,1,10626.35,41194.3,4041.54,
4058,1,4,33.65,3,7,2,3790.03,36967.04,2353.71,
4059,2,4,58.49,2,6,1,10544.49,40257.19,2946.58,
4060,1,2,22.76,2,4,3,4229.73,9387.8,659.65,
4061,2,3,60.02,0,2,4,4230.75,20107.46,844.88,
4062,1,1,25.4,0,7,3,2172.62,10964.36,803.49,
4063,1,2,64.46,2,7,3,1785.28,12773.86,422.7,
4064,1,1,27.92,0,1,4,1785.28,12773.86,422.7,
4065,2,1,39.17,0,2,1,3119.21,19225.41,2785.66,
4066,2,1,18.23,0,7,4,5000.05,19999.59,1415.69,
4067,2,4,58.61,0,7,4,5523.91,39581.61,804.34,
4068,2,2,42.21,0,7,2,11474.91,11826.49,3801.47,
4069,2,1,21.03,0,2,4,4007.78,21272.9,203.42,
4070,1,1,35.74,0,3,1,7009.06,17852.27,1253.07,
4071,2,2,47.17,1,8,1,12625.48,49295.63,5184.89,
4072,2,2,58.13,0,1,4,12625.48,49295.63,5184.89,
4073,1,3,58.88,1,7,3,2442.85,10739.42,662.96,
4074,2,1,42.47,0,4,4,7908.04,19903.26,596.39,
4075,2,2,44.48,3,3,4,7326.87,32765.06,2012.5,
4076,2,2,39.65,1,3,4,5935.34,23160.39,3434.65,
4077,1,1,28.28,0,7,4,3431.87,20807.41,1695.6,
4078,1,2,39.33,4,7,3,3074.95,19381.15,348.9,
4079,2,3,51.57,1,5,3,1909.66,17211.45,1154.99,
4080,1,2,40.35,0,8,3,4831.38,11110.29,2290.35,
4081,1,1,25.45,0,5,3,1141.84,15965.91,236.28,
4082,2,3,77.29,0,9,1,4186.06,24809.09,1424.43,
4083,2,2,28.9,1,4,4,7808.41,4394.56,520.7,
4084,1,4,37.35,0,3,4,9779.59,11898.53,1999.61,
4085,2,2,39.07,0,4,4,3015.83,38109.96,565.16,
4086,1,1,29.22,0,5,2,8934.01,37954.77,5176.78,
4087,2,1,27.06,0,5,3,2156.39,8892.17,773.21,
4088,2,3,50.61,1,7,3,907.46,11189.4,947.1,
4089,2,4,28.88,2,8,3,3003.96,31917.25,1783.68,
4090,2,2,40.24,2,3,4,6575.58,12794.48,3402.32,
4091,1,1,24.26,0,7,1,12877.39,24941.48,2449.34,
4092,2,1,25.18,0,7,4,5066.21,19978.49,1697.88,
4093,2,1,25.12,0,8,4,6944.17,26580.24,2120.95,
4094,2,1,27.83,0,1,3,6944.17,26580.24,2120.95,
4095,2,2,34.07,3,8,4,8731.53,30395.92,2228.15,
4096,1,1,18.54,0,1,4,8731.53,30395.92,2228.15,
4097,1,2,47.09,1,3,4,5654.38,23971.62,2692.94,
4098,1,2,24.52,0,7,3,3752.92,14734.8,915.5,
4099,1,2,69.37,2,9,4,2236.3,16992.07,1108.3,
4100,1,2,53.33,0,4,3,1617.37,5736.26,780.99,
4101,2,3,73.75,1,9,2,4861.76,24666.64,445.01,
4102,1,2,39.4,2,6,4,5149.08,24736.49,2478.21,
4103,1,2,35.05,2,7,2,11271.29,15057.25,4502.76,
4104,1,2,31.25,0,5,1,13427.64,30024.06,3147.04,
4105,2,1,46.42,0,5,2,12142.57,21568.66,5013.12,
4106,2,1,29.53,0,4,3,1082.17,17021.03,439.66,
4107,2,4,57.96,1,8,4,6291.63,29394.38,2438.45,
4108,2,2,46.56,1,4,3,2569.69,20638.57,850.42,
4109,1,2,39.31,1,2,1,5912.17,25660.22,1881.11,
4110,1,1,42.73,0,7,4,2647.27,8213.23,1905.46,
4111,2,1,20.18,0,8,4,9122.26,14353.42,3162.93,
4112,1,2,56.67,2,8,4,4756.26,17374.99,1814.19,
4113,2,4,44.9,1,4,2,8462.11,55560.14,5461.13,
4114,1,2,40.52,2,7,4,5301.32,19781.1,1338.23,
4115,2,1,41.57,0,4,4,5030.4,202.15,2142.93,
4116,2,4,47.06,3,7,4,7116.46,39258.6,2075.19,
4117,2,4,70.61,2,9,4,4374.79,13122.68,1670.45,
4118,1,1,18.53,0,7,1,10962.88,41120.92,2519.88,
4119,1,2,47.93,3,5,1,4489.32,30910.07,2239.43,
4120,2,4,34.11,2,4,3,1711.35,10932.66,700.23,
4121,1,3,46.47,1,4,3,537.21,10736.6,419.08,
4122,1,2,40.62,0,1,3,537.21,10736.6,419.08,
4123,1,2,36.25,1,5,1,6416.98,30024.21,3244.55,
4124,2,1,30.42,0,1,4,6416.98,30024.21,3244.55,
4125,2,4,54.57,3,4,2,8181.58,30953.28,3769.49,
4126,2,1,25.58,0,5,3,1982.9,14759.69,2128.55,
4127,1,2,53.83,1,7,3,2541.97,19138.09,1025.43,
4128,2,4,56.91,2,7,2,13474.77,30908.53,1353.59,
4129,1,4,43.65,1,4,3,3413.72,13845.73,780.69,
4130,2,1,29.08,0,7,1,7508.76,35454.29,2842.74,
4131,1,4,57.85,2,1,1,7508.76,35454.29,2842.74,
4132,2,2,44.7,1,2,4,5585.7,17850.38,963.03,
4133,1,2,41.66,2,6,1,16506.03,40995.4,5046.96,
4134,1,3,59.86,1,5,4,2131.78,24787.56,915.67,
4135,1,1,24.12,0,5,1,8481.29,29973.75,2415.78,
4136,2,4,70.64,0,9,4,4014.31,18388.2,470.09,
4137,1,2,66.19,2,9,4,3899.46,3493.01,777.88,
4138,1,1,32.84,0,6,3,3000,12435.76,1858.24,
4139,1,2,40,2,5,4,5364.1,25238.51,2680.13,
4140,1,2,41.7,0,4,3,2170.2,17181.48,263.62,
4141,1,3,61.3,4,8,2,14839.51,72710.16,5570.72,
4142,1,4,46,2,2,3,986.34,6275.37,277.03,
4143,2,4,43.83,0,7,4,4602.94,2556.48,611.35,
4144,2,2,48.62,2,1,2,4602.94,2556.48,611.35,
4145,2,2,32.34,0,5,4,9324.07,31754.51,1931.44,
4146,2,4,44.89,0,3,3,1983.66,15819.86,525.16,
4147,2,2,37.13,2,7,3,2459.35,11361.93,932.84,
4148,2,2,44.6,2,5,2,11018.49,33483.98,6929.48,
4149,2,1,19.39,0,6,4,6933.38,33298.97,2479.82,
4150,2,4,31.68,1,8,3,3259.86,7624.3,2686.59,
4151,2,2,29.95,0,2,2,8366.13,11356.18,4540.69,
4152,2,2,24.57,0,6,3,3115.65,13317.47,2692.56,
4153,1,1,38.53,0,3,4,7241.86,17543.23,541.4,
4154,2,2,39.23,3,4,1,7469.67,25067.13,3523.99,
4155,2,2,44.84,1,2,1,4568.68,45893.51,1998.89,
4156,1,1,21.46,0,3,1,9237.55,35883.97,3498.85,
4157,2,2,45.51,1,4,3,3570.74,19249.26,468.79,
4158,2,4,71.37,2,9,3,841.55,12339.93,539.39,
4159,1,2,39.67,2,8,3,2398.56,12410.33,1799.99,
4160,2,1,18.66,0,3,4,9500.83,28145.32,2949.99,
4161,2,2,44.03,1,4,3,2998.4,15975.42,809.72,
4162,1,1,26.18,0,4,4,7097.47,19208.17,542.77,
4163,2,1,26.26,0,3,2,10861.4,41657.38,7895.15,
4164,1,4,32.79,2,4,4,5880.74,19716.1,1484.27,
4165,1,4,30.93,3,4,3,3741.26,20344,691.51,
4166,2,2,41.12,0,5,4,5466.38,36543.78,2649.14,
4167,2,4,54.29,1,6,3,1584.06,22330.63,1794.73,
4168,1,1,23.94,0,7,2,5210.01,25637.5,6130.17,
4169,1,1,27.71,0,2,1,7774.74,26347.53,1704.24,
4170,2,4,45.13,1,3,4,4494.96,21958.9,2100.03,
4171,1,1,27.02,0,4,1,8640.56,33908.09,2503.09,
4172,1,2,39.99,1,3,3,766.05,16013.4,1843.52,
4173,1,2,43.33,2,5,3,3127.43,21292.46,1901.17,
4174,1,1,32.59,0,6,4,6265.57,27983.24,3857.86,
4175,1,2,27.37,0,4,4,4406.41,26122.01,1732.72,
4176,2,3,55.61,2,3,2,13044.96,33998.28,4379.1,
4177,2,1,27.01,0,5,1,14423.81,29967.62,2105.76,
4178,1,2,63.83,1,2,3,2479.52,12310.49,70.46,
4179,1,2,41.33,1,4,3,2505,14376.64,913.93,
4180,2,4,56.46,1,6,2,13892.11,77693.4,6663.29,
4181,2,1,31.32,0,4,3,3423.95,12113.31,428.68,
4182,1,1,27.33,0,6,4,7086.54,32505.16,2048.36,
4183,1,2,62.04,1,7,3,1847.03,14849.6,652.7,
4184,2,2,43.09,1,8,4,8675.32,34730.28,922.67,
4185,2,1,26.99,0,7,1,5142.37,29496.82,2990.24,
4186,1,2,51.52,2,2,1,5401.54,11815.72,1049.35,
4187,2,1,31.93,0,8,1,10153.86,39021.62,4442.69,
4188,2,2,30.13,1,3,1,12752,21572.19,4557.78,
4189,2,2,40.4,0,4,3,4367.01,11999.76,630.75,
4190,1,4,54.05,3,4,1,7260.66,30024.37,2701.44,
4191,2,4,47.28,2,5,3,2070.08,25201.52,1269.89,
4192,1,4,38.7,1,5,4,5773.42,24512.18,2044.04,
4193,1,2,23.04,2,5,2,5616.9,35077.48,4650.87,
4194,2,1,25.02,0,6,4,6997.57,29969.22,2335.81,
4195,1,2,20.66,0,7,3,3710.94,3408.95,799.61,
4196,1,2,36.85,0,1,4,3710.94,3408.95,799.61,
4197,1,2,61.8,2,3,2,5763.8,45890.97,7036.89,
4198,1,2,65.62,3,9,4,3494.14,12684.93,1157.61,
4199,1,4,50.83,3,7,4,7850.34,8489.56,2161.28,
4200,2,2,39.93,4,7,3,1247.56,2004.37,961.95,
4201,1,3,50.36,2,4,1,2730.42,42168.35,3658.23,
4202,2,1,46.76,0,5,3,536.07,8975.19,1281.19,
4203,2,1,40.63,0,1,4,536.07,8975.19,1281.19,
4204,2,3,45.43,2,1,4,536.07,8975.19,1281.19,
4205,1,3,52.02,0,4,3,795.39,5157.74,1121.3,
4206,2,2,51.52,2,2,4,2612.16,10639.28,930.79,
4207,2,2,39.66,3,1,2,2612.16,10639.28,930.79,
4208,2,4,52.76,1,6,1,4265.98,37714.33,4054.74,
4209,2,1,20.3,0,7,4,7824.73,29311.26,1169.24,
4210,2,2,26.78,0,1,3,7824.73,29311.26,1169.24,
4211,1,4,39.94,1,3,2,14018.16,47657.3,5000.72,
4212,1,4,39.36,1,6,1,9991.25,40004.24,3131.73,
4213,1,2,40.21,1,4,4,5004.41,35806.08,1584.18,
4214,1,2,62.52,2,2,2,3446.18,36425.91,1997.26,
4215,2,2,39.49,1,4,3,2456.04,13659.9,713.46,
4216,2,2,38.61,1,6,1,14361.8,42129.14,2706.48,
4217,2,1,25.61,0,3,3,1922.83,16183.73,1917.34,
4218,2,2,38.29,1,6,4,7018.56,28016.89,1590.69,
4219,1,2,48.01,2,2,3,2384.06,9079.89,761.63,
4220,1,2,39.12,1,4,3,2493.52,5853.03,798.45,
4221,2,3,77.32,3,9,4,4149.31,8688.05,600.27,
4222,2,1,19.37,0,3,3,2495.93,20265.59,1308.42,
4223,1,4,44.21,1,1,4,2495.93,20265.59,1308.42,
4224,2,2,41.63,1,4,2,8027.95,43453.62,5626.57,
4225,2,2,39.89,0,8,3,3032.05,23870.41,2712.51,
4226,1,1,29.5,0,7,3,2569.02,14801.47,1338.7,
4227,2,2,39.64,0,2,4,5704.16,16908.86,503.97,
4228,1,2,59.6,0,6,4,11150.5,13898.97,2701.14,
4229,2,2,62.69,1,2,3,2007.49,14608.61,804.33,
4230,2,2,48.72,2,1,3,2007.49,14608.61,804.33,
4231,2,2,40.21,1,7,4,3590.23,25608.18,1635.64,
4232,1,1,22.21,0,5,2,11357.49,29943.47,7606.39,
4233,1,1,24.39,0,7,4,5618.08,9345.51,561.08,
4234,2,2,51.99,2,5,1,14420.08,42809.6,2671.67,
4235,1,4,47,2,3,4,8813.65,35963.57,1985.83,
4236,1,1,28,0,3,1,10482.38,29932.74,2557.16,
4237,2,1,27.84,0,3,1,8876.88,14013.84,1060.62,
4238,1,2,47.43,0,1,4,8876.88,14013.84,1060.62,
4239,2,1,33.67,0,3,4,5997.25,23993.1,1652.42,
4240,1,3,60.45,2,7,3,2485.69,11659.99,867.09,
4241,1,2,56.4,3,3,3,1647.4,7988.37,791.1,
4242,1,1,27.96,0,8,4,7353.85,34757.3,2612.49,
4243,1,2,56.02,1,7,4,5754.79,27581.37,1008.85,
4244,1,4,49.93,0,1,4,5754.79,27581.37,1008.85,
4245,1,3,62.18,1,2,3,2386.31,3150.84,597.7,
4246,1,4,43.67,3,5,4,6513.24,15215.89,3463.08,
4247,1,1,26.61,0,8,4,8331.16,18160.47,2099.88,
4248,1,1,24.8,0,3,4,6550.66,36543.62,1219.76,
4249,1,1,20.27,0,3,3,1857.09,16202.67,1187.88,
4250,2,2,40.57,3,3,4,5188.2,23999.57,2731.36,
4251,2,2,39.37,1,7,4,4990.08,34413.06,1502.06,
4252,2,2,38.53,1,6,1,9404.27,44198.23,3555.47,
4253,2,2,64.4,1,7,4,5050.87,4122.59,1900.96,
4254,2,2,46.42,0,8,4,5511.58,31652.53,2487.25,
4255,1,4,45,0,4,3,3834.18,12314.51,1271.47,
4256,2,2,63.41,0,1,3,3834.18,12314.51,1271.47,
4257,2,1,27.99,0,2,4,3558.43,19899.57,1579.66,
4258,1,4,33.19,0,6,3,3052.98,21070.34,1813.53,
4259,2,2,29.29,2,5,1,8985.52,40364.78,3039.89,
4260,2,2,40.32,1,3,1,14927.92,29171.67,2722.35,
4261,2,1,38.8,0,2,1,6117.74,44133.75,1664.22,
4262,2,2,40.79,2,5,4,6123.38,22245.41,3444.68,
4263,2,1,27.99,0,1,3,6123.38,22245.41,3444.68,
4264,1,3,88.36,2,9,3,356.97,13975.78,522.37,
4265,2,2,38.18,2,7,4,4957.58,29587.7,2152.12,
4266,2,1,47.11,0,5,3,2111.99,20348.26,1202.45,
4267,2,4,26.86,3,4,2,12079.58,41877.14,3804.19,
4268,1,1,44.81,0,4,4,5192.21,17312.47,1539.89,
4269,2,4,35.63,2,5,4,3456.46,28887.67,1794.54,
4270,2,4,45.48,2,1,1,3456.46,28887.67,1794.54,
4271,2,1,43.45,0,2,3,3047.16,4860.83,1171.15,
4272,2,3,59.75,3,1,3,3047.16,4860.83,1171.15,
4273,1,2,38.33,0,4,3,2488.9,6999.13,1007.91,
4274,2,2,40.22,1,6,1,9918.84,44125.54,3542.52,
4275,2,1,26.97,0,2,1,5973.57,46769.52,2757.94,
4276,2,4,62,2,4,4,2011.04,25910.78,1247.42,
4277,2,1,32.16,0,4,4,4680.23,31179,1559.23,
4278,2,2,39.51,1,3,4,9193.88,32118.17,1574.34,
4279,2,4,43.13,0,5,4,8540.03,17104.11,1240.61,
4280,2,2,28.1,0,2,4,3593.17,32529.34,661.32,
4281,2,1,34.47,0,1,4,3593.17,32529.34,661.32,
4282,2,2,57.84,1,1,1,3593.17,32529.34,661.32,
4283,2,1,28.43,0,5,4,6804.63,29113.22,3146.81,
4284,1,1,21.6,0,5,4,7520.23,19259.63,2350.38,
4285,1,2,22.51,3,3,3,2598.71,14712.18,436.23,
4286,2,3,42.2,0,2,4,4879.87,28795.72,1179.34,
4287,2,2,40,1,6,1,10000.16,34015.69,3041.16,
4288,1,4,48.43,0,1,4,10000.16,34015.69,3041.16,
4289,1,2,38.47,0,5,1,4610.55,29006.54,3011.57,
4290,1,2,54.84,1,4,4,3585.19,20041.49,1462.12,
4291,2,1,24.83,0,3,4,6312.26,24366.68,2018.94,
4292,2,1,27.28,0,7,1,7533.84,42840.64,1749.71,
4293,2,1,27.66,0,5,3,995.4,16434.5,1262.81,
4294,1,1,25.37,0,4,2,15598.67,5333.96,6585.87,
4295,2,1,27.79,0,4,3,3666.29,13992.35,983.71,
4296,1,1,18.81,0,4,4,4151.96,19361.66,1675.92,
4297,1,4,60.32,0,3,4,7770.55,31746.18,625.97,
4298,2,4,44.94,0,7,3,1119.12,15780.92,413.43,
4299,2,2,51.58,2,7,3,629.92,21814.21,322.45,
4300,1,3,60.79,1,3,4,9468.29,36314.35,1077.12,
4301,1,1,27.47,0,7,4,2373.4,9482.19,1578.98,
4302,2,2,20.36,3,1,3,2373.4,9482.19,1578.98,
4303,1,3,60.06,2,1,4,2373.4,9482.19,1578.98,
4304,2,2,66.64,2,9,3,1932.82,7845.3,892.74,
4305,2,2,52.06,0,7,4,7147.95,21558.21,682,
4306,2,4,39.67,0,3,3,1360.45,23562.79,705.96,
4307,2,2,40.04,0,5,3,3376.03,11508.45,1204.69,
4308,2,2,30.52,1,4,1,7459.23,30164.99,1150.23,
4309,2,1,26.38,0,3,4,7162.38,31829.06,2800.99,
4310,2,2,69.81,2,9,3,2033.09,8021.82,889,
4311,2,1,46.99,0,4,4,4336.2,3474.46,1500.11,
4312,1,2,39.93,2,3,3,3413.19,16568.69,1346.71,
4313,1,4,67.18,0,9,1,4218.52,19975.46,1298.43,
4314,1,1,42.53,0,5,3,584.51,16118.09,2043.15,
4315,1,2,40.2,2,3,4,6436.18,37930.21,1741.46,
4316,2,3,52.38,0,8,2,12146.98,51603.05,6051.05,
4317,2,2,44.96,2,4,3,4120.89,12177.06,1147.82,
4318,2,4,43.58,1,2,1,7451.06,24927.64,2027.47,
4319,2,2,45.84,1,4,4,7649.88,34605.84,1954.4,
4320,1,4,61.74,0,4,1,9472.16,35611.18,2255.05,
4321,2,2,56.66,2,4,2,13094.78,41577.53,4142.19,
4322,2,1,28.35,0,1,3,13094.78,41577.53,4142.19,
4323,2,1,45.74,0,7,1,7790.7,36334.77,1766.02,
4324,2,2,37.25,2,6,3,2846.08,33184.85,1632.77,
4325,2,2,49.65,2,7,3,3035.64,18242.22,490.67,
4326,2,2,51.97,1,3,3,2500.66,14406.15,1020.25,
4327,2,1,45.63,0,7,3,1943.78,12782.93,1073.95,
4328,1,2,39.6,0,2,4,3502.13,6318.54,991.31,
4329,1,3,63.73,1,4,4,4288.83,39766.25,1488.18,
4330,2,1,19.08,0,2,4,4716.94,17217.57,1017.81,
4331,1,2,33.64,2,3,1,9433.36,45688.75,2996.81,
4332,2,2,28.99,1,4,1,11582.43,29725.7,1581.51,
4333,2,4,56.67,1,3,2,12142.61,37509.5,4498.08,
4334,2,2,52.23,1,3,3,900.33,11978.72,1321.82,
4335,1,2,23.46,2,1,3,900.33,11978.72,1321.82,
4336,1,1,46.4,0,1,2,900.33,11978.72,1321.82,
4337,1,1,28.37,0,4,1,6909.91,26373.73,3477.02,
4338,1,2,59.78,1,4,3,2670.71,11764.54,849.8,
4339,2,4,47.54,2,4,1,8274.57,25675.46,2584.34,
4340,2,1,28.27,0,3,3,2627.09,16646.92,1171.29,
4341,1,2,50.86,0,4,1,13078.72,32612.6,2628.4,
4342,2,4,50.38,1,5,3,1765.67,6794.59,424.39,
4343,1,1,41.82,0,1,4,1765.67,6794.59,424.39,
4344,1,4,27.54,2,2,3,2217.18,11696.08,30.86,
4345,2,4,34.92,1,7,3,848.53,18937.55,828.13,
4346,1,2,62.5,3,4,3,1840.47,20859.56,1211.97,
4347,1,4,45.45,1,4,2,16371.79,16035.75,6875.13,
4348,1,1,41.71,0,3,4,5923.15,22843.33,2553.68,
4349,2,1,40.86,0,5,3,1614.59,9259.31,763.3,
4350,1,1,18.08,0,3,1,5897.78,29939.58,2598.58,
4351,2,1,27.98,0,7,1,11341.44,19106.53,2524.17,
4352,1,2,56.48,0,3,4,6783.18,24415.39,1914.91,
4353,1,4,53.35,2,7,3,2056.57,10759.07,628.79,
4354,2,2,40.22,2,2,1,8651.54,17861.75,2713.24,
4355,2,4,63.85,1,5,3,2157.97,6481.14,1308.94,
4356,2,1,29.96,0,2,3,808.59,15212.98,610.03,
4357,2,1,37.96,0,1,1,808.59,15212.98,610.03,
4358,1,1,29.59,0,2,1,5092.8,26040.06,1843.27,
4359,2,3,61.89,0,5,1,5105.01,40832.43,2820.86,
4360,1,1,33.63,0,7,3,2501.53,13893.49,311.55,
4361,1,2,62.92,0,6,3,3019.82,14413.32,1943.71,
4362,2,1,23.67,0,5,1,12855.17,25942.45,2923.11,
4363,1,1,25.45,0,2,1,6627.49,24567.6,2002.76,
4364,1,2,40.24,1,4,3,1765.29,19167.67,849.43,
4365,2,4,49.99,2,3,4,2820.63,22432,748.33,
4366,2,2,64.89,1,1,4,2820.63,22432,748.33,
4367,2,4,50.59,2,8,3,1316.82,24859.13,1870.78,
4368,1,1,28.34,0,3,4,5606.32,20161.65,2020.67,
4369,1,2,27.61,2,1,4,5606.32,20161.65,2020.67,
4370,2,2,39.87,3,7,4,5941.33,23985.64,1361.57,
4371,2,3,59.52,0,3,2,10900.87,36457.1,7134.18,
4372,2,2,53.54,0,4,2,7970.71,30123.86,4130.98,
4373,1,1,24.24,0,3,4,6282.6,36887.85,848.69,
4374,1,4,48.79,3,4,4,5172.12,3091.04,1690.54,
4375,2,2,40,1,6,1,11305.01,39932.97,4019.18,
4376,2,4,47.16,0,8,4,6996.6,15272.91,1554.54,
4377,1,2,50.34,3,7,1,5695.47,24829.46,3169.08,
4378,1,2,33.57,2,8,1,12722.66,50478.31,2705.25,
4379,1,4,44.87,0,6,4,10037.62,24437.84,2658.92,
4380,2,1,22.78,0,4,4,3282.57,20189.7,750.25,
4381,1,4,48.14,4,7,3,3559.54,20482.14,638.56,
4382,1,2,67.19,1,9,1,5009.12,34944.98,1442.54,
4383,2,2,40.26,2,7,4,4615.42,24099.57,1496.82,
4384,1,4,46.82,3,7,4,4328.67,35523.9,928.8,
4385,2,2,40.45,1,5,4,3351.11,22423.35,1889.29,
4386,2,2,34.62,2,4,2,10998.48,30015.78,6580.2,
4387,1,1,22.52,0,4,1,7538.81,24988.51,3610.21,
4388,1,1,43.44,0,1,4,7538.81,24988.51,3610.21,
4389,2,1,26.75,0,3,4,4235.67,36480.94,2008.87,
4390,2,2,41.62,3,1,4,4235.67,36480.94,2008.87,
4391,1,2,38.74,0,1,4,4235.67,36480.94,2008.87,
4392,2,2,32.97,1,5,3,2349.11,21257.88,700.84,
4393,2,1,23.08,0,7,4,6521.89,4173.3,1038.78,
4394,2,2,47.43,1,4,4,2772.37,17504.14,1545.83,
4395,1,1,25.41,0,4,4,4999.15,21206.52,1500.02,
4396,1,2,64.67,2,8,3,572.21,17932.61,2122.91,
4397,2,2,38.93,0,4,1,6027.56,11874.22,2755.69,
4398,1,1,33.08,0,2,1,3001.31,25338.98,2374.12,
4399,2,2,34.33,2,4,3,2599.19,12157.81,1135.89,
4400,2,3,51.37,1,8,1,7041.01,23001.04,2552.15,
4401,2,1,22.96,0,4,3,2487.1,13272.62,460.01,
4402,1,2,43.25,1,4,4,4289.56,1286.49,1415.38,
4403,1,2,41.42,3,7,4,6948.1,19978.25,900.07,
4404,2,1,25.19,0,4,3,2439.06,7808.31,790.11,
4405,2,4,44.55,3,7,4,2152.74,37014.02,1318.77,
4406,1,1,18.67,0,4,4,7646.33,10544.23,1250.22,
4407,2,2,48.48,0,5,1,6540.47,30143.86,2875.16,
4408,2,3,47.16,2,1,4,6540.47,30143.86,2875.16,
4409,2,2,67.22,0,9,1,3997.78,34562.73,1287.52,
4410,1,4,42.11,0,7,4,5153.21,37009.58,2435.95,
4411,1,2,39.46,0,5,1,8197.13,31744.3,4482.19,
4412,2,1,30.69,0,5,4,4416.59,29200.81,2748.44,
4413,2,2,38.62,2,7,1,8538.74,12931.41,2517.95,
4414,1,2,37.24,2,3,4,9934.74,23748.84,411.86,
4415,1,2,56.46,0,7,4,2129.69,5483.81,1176.29,
4416,1,2,55.95,2,7,4,5267.1,19734.09,2384.36,
4417,1,1,39.74,0,8,3,1776.05,23629.14,1904.24,
4418,2,4,33.48,0,2,4,3532.92,19972.49,895.21,
4419,2,2,38.62,2,6,3,2461.96,33127.71,1802.65,
4420,1,2,38.17,1,7,2,9833.35,26709.37,5828.29,
4421,1,2,32.2,2,7,3,3754.48,13382.74,800.47,
4422,1,3,57.31,0,2,3,1275.95,4926.45,694.84,
4423,2,2,35.32,0,4,3,628.65,2232.27,858.39,
4424,2,4,32.23,3,5,3,1717.13,17941.92,503.71,
4425,2,2,29.86,3,7,1,9030.04,9827.37,1991.14,
4426,1,2,37.03,2,1,3,9030.04,9827.37,1991.14,
4427,2,4,26.39,1,8,4,6887.02,27238.49,2437.36,
